Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19800101  0:00,-9999,2.87,-9999,5.35
19800101  0:15,-9999,2.87,-9999,5.35
19800101  0:30,-9999,2.87,-9999,5.35
19800101  0:45,-9999,2.87,-9999,5.35
19800101  1:00,-9999,2.87,-9999,5.35
19800101  1:15,-9999,2.87,-9999,5.35
19800101  1:30,-9999,2.87,-9999,5.35
19800101  1:45,-9999,2.87,-9999,5.35
19800101  2:00,-9999,2.87,-9999,5.35
19800101  2:15,-9999,2.87,-9999,5.35
19800101  2:30,-9999,2.87,-9999,5.35
19800101  2:45,-9999,2.87,-9999,5.35
19800101  3:00,-9999,2.87,-9999,5.35
19800101  3:15,-9999,2.87,-9999,5.35
19800101  3:30,-9999,2.87,-9999,5.35
19800101  3:45,-9999,2.87,-9999,5.35
19800101  4:00,-9999,2.87,-9999,5.35
19800101  4:15,-9999,2.87,-9999,5.35
19800101  4:30,-9999,2.87,-9999,5.35
19800101  4:45,-9999,2.87,-9999,5.35
19800101  5:00,-9999,2.87,-9999,5.35
19800101  5:15,-9999,2.87,-9999,5.35
19800101  5:30,-9999,2.87,-9999,5.35
19800101  5:45,-9999,2.87,-9999,5.35
19800101  6:00,2.88,-9999,5.51,-9999
19800101  6:15,-9999,2.88,-9999,5.51
19800101  6:30,-9999,2.88,-9999,5.51
19800101  6:45,-9999,2.88,-9999,5.51
19800101  7:00,-9999,2.88,-9999,5.51
19800101  7:15,-9999,2.88,-9999,5.51
19800101  7:30,-9999,2.88,-9999,5.51
19800101  7:45,-9999,2.88,-9999,5.51
19800101  8:00,-9999,2.88,-9999,5.51
19800101  8:15,-9999,2.88,-9999,5.51
19800101  8:30,-9999,2.88,-9999,5.51
19800101  8:45,-9999,2.88,-9999,5.51
19800101  9:00,-9999,2.88,-9999,5.51
19800101  9:15,-9999,2.88,-9999,5.51
19800101  9:30,-9999,2.88,-9999,5.51
19800101  9:45,-9999,2.88,-9999,5.51
19800101 10:00,-9999,2.88,-9999,5.51
19800101 10:15,-9999,2.88,-9999,5.51
19800101 10:30,-9999,2.88,-9999,5.51
19800101 10:45,-9999,2.88,-9999,5.51
19800101 11:00,-9999,2.88,-9999,5.51
19800101 11:15,-9999,2.88,-9999,5.51
19800101 11:30,-9999,2.88,-9999,5.51
19800101 11:45,-9999,2.88,-9999,5.51
19800101 12:00,2.87,-9999,5.35,-9999
19800101 12:15,-9999,2.87,-9999,5.35
19800101 12:30,-9999,2.87,-9999,5.35
19800101 12:45,-9999,2.87,-9999,5.35
19800101 13:00,-9999,2.87,-9999,5.35
19800101 13:15,-9999,2.87,-9999,5.35
19800101 13:30,-9999,2.87,-9999,5.35
19800101 13:45,-9999,2.87,-9999,5.35
19800101 14:00,-9999,2.87,-9999,5.35
19800101 14:15,-9999,2.87,-9999,5.35
19800101 14:30,-9999,2.87,-9999,5.35
19800101 14:45,-9999,2.87,-9999,5.35
19800101 15:00,-9999,2.87,-9999,5.35
19800101 15:15,-9999,2.87,-9999,5.35
19800101 15:30,-9999,2.87,-9999,5.35
19800101 15:45,-9999,2.87,-9999,5.35
19800101 16:00,-9999,2.87,-9999,5.35
