\data
WCCLABTEMP ,20090104 20:30 ,15.84
WCCLABTEMP ,20090104 20:45 ,15.82
WCCLABTEMP ,20090104 21:00 ,15.8
WCCLABTEMP ,20090104 21:15 ,15.75
WCCLABTEMP ,20090104 21:30 ,15.72
WCCLABTEMP ,20090104 21:45 ,15.68
WCCLABTEMP ,20090104 22:00 ,15.65
WCCLABTEMP ,20090104 22:15 ,15.63
WCCLABTEMP ,20090104 22:30 ,15.61
WCCLABTEMP ,20090104 22:45 ,15.56
WCCLABTEMP ,20090104 23:00 ,15.53
WCCLABTEMP ,20090104 23:15 ,15.51
WCCLABTEMP ,20090104 23:30 ,15.49
WCCLABTEMP ,20090104 23:45 ,15.46
WCCLABTEMP ,20090105  0:00 ,15.44
WCCLABTEMP ,20090105  0:15 ,15.44
WCCLABTEMP ,20090105  0:30 ,15.41
WCCLABTEMP ,20090105  0:45 ,15.39
WCCLABTEMP ,20090105  1:00 ,15.37
WCCLABTEMP ,20090105  1:15 ,15.34
WCCLABTEMP ,20090105  1:30 ,15.32
WCCLABTEMP ,20090105  1:45 ,15.29
WCCLABTEMP ,20090105  2:00 ,15.27
WCCLABTEMP ,20090105  2:15 ,15.27
WCCLABTEMP ,20090105  2:30 ,15.25
WCCLABTEMP ,20090105  2:45 ,15.22
WCCLABTEMP ,20090105  3:00 ,15.2
WCCLABTEMP ,20090105  3:15 ,15.15
WCCLABTEMP ,20090105  3:30 ,15.13
WCCLABTEMP ,20090105  3:45 ,15.08
WCCLABTEMP ,20090105  4:00 ,15.06
WCCLABTEMP ,20090105  4:15 ,15.01
WCCLABTEMP ,20090105  4:30 ,15.01
WCCLABTEMP ,20090105  4:45 ,14.98
WCCLABTEMP ,20090105  5:00 ,15.01
WCCLABTEMP ,20090105  5:15 ,15.06
WCCLABTEMP ,20090105  5:30 ,15.08
WCCLABTEMP ,20090105  5:45 ,15.13
WCCLABTEMP ,20090105  6:00 ,15.18
WCCLABTEMP ,20090105  6:15 ,15.25
WCCLABTEMP ,20090105  6:30 ,15.29
WCCLABTEMP ,20090105  6:45 ,15.39
WCCLABTEMP ,20090105  7:00 ,15.46
WCCLABTEMP ,20090105  7:15 ,15.58
WCCLABTEMP ,20090105  7:30 ,15.65
WCCLABTEMP ,20090105  7:45 ,15.77
WCCLABTEMP ,20090105  8:00 ,15.89
WCCLABTEMP ,20090105  8:15 ,16.01
WCCLABTEMP ,20090105  8:30 ,16.18
WCCLABTEMP ,20090105  8:45 ,16.27
WCCLABTEMP ,20090105  9:00 ,16.32
WCCLABTEMP ,20090108 14:30 ,4.82
WCCLABTEMP ,20090108 14:45 ,4.79
WCCLABTEMP ,20090108 15:00 ,4.74
WCCLABTEMP ,20090108 15:15 ,4.69
WCCLABTEMP ,20090108 15:30 ,4.69
WCCLABTEMP ,20090108 15:45 ,4.66
WCCLABTEMP ,20090108 16:00 ,4.61
WCCLABTEMP ,20090108 16:15 ,4.53
WCCLABTEMP ,20090108 16:30 ,4.45
WCCLABTEMP ,20090108 16:45 ,4.4
WCCLABTEMP ,20090108 17:00 ,4.32
WCCLABTEMP ,20090108 17:15 ,4.27
WCCLABTEMP ,20090108 17:30 ,4.17
WCCLABTEMP ,20090108 17:45 ,4.12
WCCLABTEMP ,20090108 18:00 ,4.06
WCCLABTEMP ,20090108 18:15 ,4.01
WCCLABTEMP ,20090108 18:30 ,3.96
WCCLABTEMP ,20090108 18:45 ,3.96
WCCLABTEMP ,20090108 19:00 ,3.91
WCCLABTEMP ,20090108 19:15 ,3.91
WCCLABTEMP ,20090108 19:30 ,3.85
WCCLABTEMP ,20090108 19:45 ,3.78
WCCLABTEMP ,20090108 20:00 ,3.72
WCCLABTEMP ,20090108 20:15 ,3.64
WCCLABTEMP ,20090108 20:30 ,3.62
WCCLABTEMP ,20090108 20:45 ,3.56
WCCLABTEMP ,20090108 21:00 ,3.51
WCCLABTEMP ,20090108 21:15 ,3.46
WCCLABTEMP ,20090108 21:30 ,3.38
WCCLABTEMP ,20090108 21:45 ,3.33
WCCLABTEMP ,20090108 22:00 ,3.27
WCCLABTEMP ,20090108 22:15 ,3.22
WCCLABTEMP ,20090108 22:30 ,3.17
WCCLABTEMP ,20090108 22:45 ,3.12
WCCLABTEMP ,20090108 23:00 ,3.06
