Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19940101  0:00,-9999,2.73,-9999,3.35
19940101  0:15,-9999,2.73,-9999,3.35
19940101  0:30,-9999,2.73,-9999,3.35
19940101  0:45,-9999,2.73,-9999,3.35
19940101  1:00,-9999,2.73,-9999,3.35
19940101  1:15,-9999,2.73,-9999,3.35
19940101  1:30,-9999,2.73,-9999,3.35
19940101  1:45,-9999,2.73,-9999,3.35
19940101  2:00,-9999,2.73,-9999,3.35
19940101  2:15,-9999,2.73,-9999,3.35
19940101  2:30,-9999,2.73,-9999,3.35
19940101  2:45,-9999,2.73,-9999,3.35
19940101  3:00,-9999,2.73,-9999,3.35
19940101  3:15,-9999,2.73,-9999,3.35
19940101  3:30,-9999,2.73,-9999,3.35
19940101  3:45,-9999,2.73,-9999,3.35
19940101  4:00,-9999,2.73,-9999,3.35
19940101  4:15,-9999,2.73,-9999,3.35
19940101  4:30,-9999,2.73,-9999,3.35
19940101  4:45,-9999,2.73,-9999,3.35
19940101  5:00,-9999,2.73,-9999,3.35
19940101  5:15,-9999,2.73,-9999,3.35
19940101  5:30,-9999,2.73,-9999,3.35
19940101  5:45,-9999,2.73,-9999,3.35
19940101  6:00,-9999,2.73,-9999,3.35
19940101  6:15,-9999,2.73,-9999,3.35
19940101  6:30,-9999,2.73,-9999,3.35
19940101  6:45,-9999,2.73,-9999,3.35
19940101  7:00,-9999,2.73,-9999,3.35
19940101  7:15,-9999,2.73,-9999,3.35
19940101  7:30,-9999,2.73,-9999,3.35
19940101  7:45,-9999,2.73,-9999,3.35
19940101  8:00,-9999,2.73,-9999,3.35
19940101  8:15,-9999,2.73,-9999,3.35
19940101  8:30,-9999,2.73,-9999,3.35
19940101  8:45,-9999,2.73,-9999,3.35
19940101  9:00,-9999,2.73,-9999,3.35
19940101  9:15,-9999,2.73,-9999,3.35
19940101  9:30,-9999,2.73,-9999,3.35
19940101  9:45,-9999,2.73,-9999,3.35
19940101 10:00,-9999,2.73,-9999,3.35
19940101 10:15,-9999,2.73,-9999,3.35
19940101 10:30,-9999,2.73,-9999,3.35
19940101 10:45,-9999,2.73,-9999,3.35
19940101 11:00,-9999,2.73,-9999,3.35
19940101 11:15,-9999,2.73,-9999,3.35
19940101 11:30,-9999,2.73,-9999,3.35
19940101 11:45,-9999,2.73,-9999,3.35
19940101 12:00,-9999,2.73,-9999,3.35
19940101 12:15,-9999,2.73,-9999,3.35
19940101 12:30,-9999,2.73,-9999,3.35
19940101 12:45,-9999,2.73,-9999,3.35
19940101 13:00,-9999,2.73,-9999,3.35
19940101 13:15,-9999,2.73,-9999,3.35
19940101 13:30,-9999,2.73,-9999,3.35
19940101 13:45,-9999,2.73,-9999,3.35
19940101 14:00,2.74,-9999,3.45,-9999
19940101 14:15,-9999,2.74,-9999,3.45
19940101 14:30,-9999,2.74,-9999,3.45
19940101 14:45,-9999,2.74,-9999,3.45
19940101 15:00,-9999,2.74,-9999,3.45
19940101 15:15,-9999,2.74,-9999,3.45
19940101 15:30,-9999,2.74,-9999,3.45
19940101 15:45,-9999,2.74,-9999,3.45
19940101 16:00,-9999,2.74,-9999,3.45
19940101 16:15,-9999,2.74,-9999,3.45
19940101 16:30,-9999,2.74,-9999,3.45
19940101 16:45,-9999,2.74,-9999,3.45
19940101 17:00,-9999,2.74,-9999,3.45
19940101 17:15,-9999,2.74,-9999,3.45
19940101 17:30,-9999,2.74,-9999,3.45
19940101 17:45,-9999,2.74,-9999,3.45
19940101 18:00,-9999,2.74,-9999,3.45
19940101 18:15,-9999,2.74,-9999,3.45
19940101 18:30,-9999,2.74,-9999,3.45
19940101 18:45,-9999,2.74,-9999,3.45
19940101 19:00,-9999,2.74,-9999,3.45
19940101 19:15,-9999,2.74,-9999,3.45
19940101 19:30,-9999,2.74,-9999,3.45
19940101 19:45,-9999,2.74,-9999,3.45
19940101 20:00,-9999,2.74,-9999,3.45
19940101 20:15,-9999,2.74,-9999,3.45
19940101 20:30,-9999,2.74,-9999,3.45
19940101 20:45,-9999,2.74,-9999,3.45
19940101 21:00,-9999,2.74,-9999,3.45
19940101 21:15,-9999,2.74,-9999,3.45
19940101 21:30,-9999,2.74,-9999,3.45
19940101 21:45,-9999,2.74,-9999,3.45
19940101 22:00,-9999,2.74,-9999,3.45
19940101 22:15,-9999,2.74,-9999,3.45
19940101 22:30,-9999,2.74,-9999,3.45
19940101 22:45,-9999,2.74,-9999,3.45
19940101 23:00,-9999,2.74,-9999,3.45
19940101 23:15,-9999,2.74,-9999,3.45
19940101 23:30,-9999,2.74,-9999,3.45
19940101 23:45,-9999,2.74,-9999,3.45
19940102  0:00,2.75,-9999,3.56,-9999
19940102  0:15,-9999,2.75,-9999,3.56
19940102  0:30,-9999,2.75,-9999,3.56
19940102  0:45,-9999,2.75,-9999,3.56
19940102  1:00,-9999,2.75,-9999,3.56
19940102  1:15,-9999,2.75,-9999,3.56
19940102  1:30,-9999,2.75,-9999,3.56
19940102  1:45,-9999,2.75,-9999,3.56
19940102  2:00,-9999,2.75,-9999,3.56
19940102  2:15,-9999,2.75,-9999,3.56
19940102  2:30,-9999,2.75,-9999,3.56
19940102  2:45,-9999,2.75,-9999,3.56
19940102  3:00,-9999,2.75,-9999,3.56
19940102  3:15,-9999,2.75,-9999,3.56
19940102  3:30,-9999,2.75,-9999,3.56
19940102  3:45,-9999,2.75,-9999,3.56
19940102  4:00,-9999,2.75,-9999,3.56
19940102  4:15,-9999,2.75,-9999,3.56
19940102  4:30,-9999,2.75,-9999,3.56
19940102  4:45,-9999,2.75,-9999,3.56
19940102  5:00,-9999,2.75,-9999,3.56
19940102  5:15,-9999,2.75,-9999,3.56
19940102  5:30,-9999,2.75,-9999,3.56
19940102  5:45,-9999,2.75,-9999,3.56
19940102  6:00,-9999,2.75,-9999,3.56
19940102  6:15,-9999,2.75,-9999,3.56
19940102  6:30,-9999,2.75,-9999,3.56
19940102  6:45,-9999,2.75,-9999,3.56
19940102  7:00,-9999,2.75,-9999,3.56
19940102  7:15,-9999,2.75,-9999,3.56
19940102  7:30,-9999,2.75,-9999,3.56
19940102  7:45,-9999,2.75,-9999,3.56
19940102  8:00,-9999,2.75,-9999,3.56
19940102  8:15,-9999,2.75,-9999,3.56
19940102  8:30,-9999,2.75,-9999,3.56
19940102  8:45,-9999,2.75,-9999,3.56
19940102  9:00,-9999,2.75,-9999,3.56
19940102  9:15,-9999,2.75,-9999,3.56
19940102  9:30,-9999,2.75,-9999,3.56
19940102  9:45,-9999,2.75,-9999,3.56
19940102 10:00,-9999,2.75,-9999,3.56
19940102 10:15,-9999,2.75,-9999,3.56
19940102 10:30,-9999,2.75,-9999,3.56
19940102 10:45,-9999,2.75,-9999,3.56
19940102 11:00,-9999,2.75,-9999,3.56
19940102 11:15,-9999,2.75,-9999,3.56
19940102 11:30,-9999,2.75,-9999,3.56
19940102 11:45,-9999,2.75,-9999,3.56
19940102 12:00,-9999,2.75,-9999,3.56
19940102 12:15,-9999,2.75,-9999,3.56
19940102 12:30,-9999,2.75,-9999,3.56
19940102 12:45,-9999,2.75,-9999,3.56
19940102 13:00,-9999,2.75,-9999,3.56
19940102 13:15,-9999,2.75,-9999,3.56
19940102 13:30,-9999,2.75,-9999,3.56
19940102 13:45,-9999,2.75,-9999,3.56
19940102 14:00,-9999,2.75,-9999,3.56
19940102 14:15,-9999,2.75,-9999,3.56
19940102 14:30,-9999,2.75,-9999,3.56
19940102 14:45,-9999,2.75,-9999,3.56
19940102 15:00,-9999,2.75,-9999,3.56
19940102 15:15,-9999,2.75,-9999,3.56
19940102 15:30,-9999,2.75,-9999,3.56
19940102 15:45,-9999,2.75,-9999,3.56
19940102 16:00,2.76,-9999,3.67,-9999
19940102 16:15,-9999,2.76,-9999,3.67
19940102 16:30,-9999,2.76,-9999,3.67
19940102 16:45,-9999,2.76,-9999,3.67
19940102 17:00,-9999,2.76,-9999,3.67
19940102 17:15,-9999,2.76,-9999,3.67
19940102 17:30,-9999,2.76,-9999,3.67
19940102 17:45,-9999,2.76,-9999,3.67
19940102 18:00,-9999,2.76,-9999,3.67
19940102 18:15,-9999,2.76,-9999,3.67
19940102 18:30,-9999,2.76,-9999,3.67
19940102 18:45,-9999,2.76,-9999,3.67
19940102 19:00,-9999,2.76,-9999,3.67
19940102 19:15,-9999,2.76,-9999,3.67
19940102 19:30,-9999,2.76,-9999,3.67
19940102 19:45,-9999,2.76,-9999,3.67
19940102 20:00,-9999,2.76,-9999,3.67
19940102 20:15,-9999,2.76,-9999,3.67
19940102 20:30,-9999,2.76,-9999,3.67
19940102 20:45,-9999,2.76,-9999,3.67
19940102 21:00,-9999,2.76,-9999,3.67
19940102 21:15,-9999,2.76,-9999,3.67
19940102 21:30,-9999,2.76,-9999,3.67
19940102 21:45,-9999,2.76,-9999,3.67
19940102 22:00,2.75,-9999,3.56,-9999
19940102 22:15,-9999,2.75,-9999,3.56
19940102 22:30,-9999,2.75,-9999,3.56
19940102 22:45,-9999,2.75,-9999,3.56
19940102 23:00,-9999,2.75,-9999,3.56
19940102 23:15,-9999,2.75,-9999,3.56
19940102 23:30,-9999,2.75,-9999,3.56
19940102 23:45,-9999,2.75,-9999,3.56
19940103  0:00,-9999,2.75,-9999,3.56
19940103  0:15,-9999,2.75,-9999,3.56
19940103  0:30,-9999,2.75,-9999,3.56
19940103  0:45,-9999,2.75,-9999,3.56
19940103  1:00,-9999,2.75,-9999,3.56
19940103  1:15,-9999,2.75,-9999,3.56
19940103  1:30,-9999,2.75,-9999,3.56
19940103  1:45,-9999,2.75,-9999,3.56
19940103  2:00,-9999,2.75,-9999,3.56
19940103  2:15,-9999,2.75,-9999,3.56
19940103  2:30,-9999,2.75,-9999,3.56
