Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
20030101  0:00,3.192,-9999,4.17,-9999
20030101  0:15,3.192,-9999,4.17,-9999
20030101  0:30,3.192,-9999,4.17,-9999
20030101  0:45,3.19,-9999,4.11,-9999
20030101  1:00,3.188,-9999,4.06,-9999
20030101  1:15,3.188,-9999,4.06,-9999
20030101  1:30,3.188,-9999,4.06,-9999
20030101  1:45,3.188,-9999,4.05,-9999
20030101  2:00,3.188,-9999,4.05,-9999
20030101  2:15,3.185,-9999,4,-9999
20030101  2:30,3.188,-9999,4.05,-9999
20030101  2:45,3.185,-9999,4,-9999
20030101  3:00,3.185,-9999,4,-9999
20030101  3:15,3.185,-9999,4,-9999
20030101  3:30,3.185,-9999,4,-9999
20030101  3:45,3.185,-9999,4,-9999
20030101  4:00,3.185,-9999,4,-9999
20030101  4:15,3.185,-9999,4,-9999
20030101  4:30,3.185,-9999,4,-9999
20030101  4:45,3.185,-9999,4,-9999
20030101  5:00,3.185,-9999,4,-9999
20030101  5:15,3.185,-9999,4,-9999
20030101  5:30,3.185,-9999,4,-9999
20030101  5:45,3.185,-9999,4,-9999
20030101  6:00,3.185,-9999,4,-9999
20030101  6:15,3.185,-9999,4,-9999
20030101  6:30,3.185,-9999,4,-9999
20030101  6:45,3.188,-9999,4.05,-9999
20030101  7:00,3.185,-9999,4,-9999
20030101  7:15,3.188,-9999,4.05,-9999
20030101  7:30,3.185,-9999,4,-9999
20030101  7:45,3.188,-9999,4.05,-9999
20030101  8:00,3.188,-9999,4.05,-9999
20030101  8:15,3.188,-9999,4.05,-9999
20030101  8:30,3.192,-9999,4.16,-9999
20030101  8:45,3.192,-9999,4.16,-9999
20030101  9:00,3.195,-9999,4.22,-9999
20030101  9:15,3.199,-9999,4.34,-9999
20030101  9:30,3.199,-9999,4.34,-9999
20030101  9:45,3.206,-9999,4.52,-9999
20030101 10:00,3.211,-9999,4.65,-9999
20030101 10:15,3.22,-9999,4.91,-9999
20030101 10:30,3.229,-9999,5.18,-9999
20030101 10:45,3.236,-9999,5.4,-9999
20030101 11:00,3.25,-9999,5.86,-9999
20030101 11:15,3.266,-9999,6.45,-9999
20030101 11:30,3.285,-9999,7.2,-9999
20030101 11:45,3.305,-9999,8.14,-9999
20030101 12:00,3.331,-9999,9.46,-9999
20030101 12:15,3.345,-9999,10.27,-9999
20030101 12:30,3.358,-9999,11.15,-9999
20030101 12:45,3.377,-9999,12.44,-9999
20030101 13:00,3.398,-9999,14.07,-9999
20030101 13:15,3.418,-9999,15.91,-9999
20030101 13:30,3.455,-9999,19.8,-9999
20030101 13:45,3.513,-9999,27.88,-9999
20030101 14:00,3.605,-9999,47.21,-9999
20030101 14:15,3.748,-9999,62.72,-9999
20030101 14:30,3.778,-9999,66.34,-9999
20030101 14:45,3.765,-9999,64.65,-9999
20030101 15:00,3.799,-9999,68.92,-9999
20030101 15:15,3.813,-9999,70.68,-9999
20030101 15:30,3.806,-9999,69.8,-9999
20030101 15:45,3.804,-9999,69.5,-9999
20030101 16:00,3.774,-9999,65.77,-9999
20030101 16:15,3.746,-9999,62.44,-9999
20030101 16:30,3.723,-9999,59.76,-9999
20030101 16:45,3.688,-9999,55.87,-9999
20030101 17:00,3.663,-9999,53.12,-9999
20030101 17:15,3.633,-9999,49.99,-9999
20030101 17:30,3.591,-9999,44.37,-9999
20030101 17:45,3.568,-9999,38.7,-9999
20030101 18:00,3.552,-9999,35.16,-9999
20030101 18:15,3.529,-9999,30.67,-9999
20030101 18:30,3.501,-9999,26.02,-9999
20030101 18:45,3.488,-9999,23.97,-9999
20030101 19:00,3.467,-9999,21.19,-9999
20030101 19:15,3.453,-9999,19.52,-9999
20030101 19:30,3.448,-9999,19,-9999
20030101 19:45,3.425,-9999,16.57,-9999
20030101 20:00,3.418,-9999,15.9,-9999
20030101 20:15,3.414,-9999,15.47,-9999
20030101 20:30,3.409,-9999,15.05,-9999
20030101 20:45,3.402,-9999,14.45,-9999
20030101 21:00,3.393,-9999,13.68,-9999
20030101 21:15,3.386,-9999,13.13,-9999
20030101 21:30,3.381,-9999,12.77,-9999
20030101 21:45,3.377,-9999,12.43,-9999
20030101 22:00,3.374,-9999,12.26,-9999
20030101 22:15,3.365,-9999,11.6,-9999
20030101 22:30,3.361,-9999,11.29,-9999
20030101 22:45,3.363,-9999,11.45,-9999
20030101 23:00,3.354,-9999,10.84,-9999
20030101 23:15,3.347,-9999,10.4,-9999
20030101 23:30,3.347,-9999,10.4,-9999
20030101 23:45,3.34,-9999,9.98,-9999
20030102  0:00,3.337,-9999,9.85,-9999
20030102  0:15,3.337,-9999,9.85,-9999
20030102  0:30,3.333,-9999,9.58,-9999
20030102  0:45,3.333,-9999,9.58,-9999
20030102  1:00,3.328,-9999,9.32,-9999
20030102  1:15,3.328,-9999,9.32,-9999
20030102  1:30,3.324,-9999,9.07,-9999
20030102  1:45,3.324,-9999,9.07,-9999
20030102  2:00,3.324,-9999,9.07,-9999
20030102  2:15,3.328,-9999,9.32,-9999
20030102  2:30,3.326,-9999,9.19,-9999
20030102  2:45,3.324,-9999,9.07,-9999
20030102  3:00,3.324,-9999,9.07,-9999
20030102  3:15,3.326,-9999,9.19,-9999
20030102  3:30,3.324,-9999,9.07,-9999
20030102  3:45,3.321,-9999,8.94,-9999
20030102  4:00,3.324,-9999,9.07,-9999
20030102  4:15,3.321,-9999,8.94,-9999
20030102  4:30,3.321,-9999,8.94,-9999
20030102  4:45,3.319,-9999,8.82,-9999
20030102  5:00,3.314,-9999,8.58,-9999
20030102  5:15,3.317,-9999,8.7,-9999
20030102  5:30,3.31,-9999,8.35,-9999
20030102  5:45,3.31,-9999,8.35,-9999
20030102  6:00,3.307,-9999,8.24,-9999
20030102  6:15,3.307,-9999,8.24,-9999
20030102  6:30,3.305,-9999,8.12,-9999
20030102  6:45,3.3,-9999,7.9,-9999
20030102  7:00,3.296,-9999,7.69,-9999
20030102  7:15,3.291,-9999,7.48,-9999
