Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
19760101 12:30,-9999,3.26,-9999,8.13
19760101 12:45,-9999,3.26,-9999,8.13
19760101 13:00,-9999,3.26,-9999,8.13
19760101 13:15,-9999,3.26,-9999,8.13
19760101 13:30,-9999,3.26,-9999,8.13
19760101 13:45,-9999,3.26,-9999,8.13
19760101 14:00,-9999,3.26,-9999,8.13
19760101 14:15,-9999,3.26,-9999,8.13
19760101 14:30,-9999,3.26,-9999,8.13
19760101 14:45,-9999,3.26,-9999,8.13
19760101 15:00,-9999,3.26,-9999,8.13
19760101 15:15,-9999,3.26,-9999,8.13
19760101 15:30,-9999,3.26,-9999,8.13
19760101 15:45,-9999,3.26,-9999,8.13
19760101 16:00,3.25,-9999,7.72,-9999
19760101 16:15,-9999,3.25,-9999,7.72
19760101 16:30,-9999,3.25,-9999,7.72
19760101 16:45,-9999,3.25,-9999,7.72
19760101 17:00,3.24,-9999,7.34,-9999
19760101 17:15,-9999,3.24,-9999,7.34
19760101 17:30,-9999,3.24,-9999,7.34
19760101 17:45,-9999,3.24,-9999,7.34
19760101 18:00,3.23,-9999,6.97,-9999
19760101 18:15,-9999,3.23,-9999,6.97
19760101 18:30,-9999,3.23,-9999,6.97
19760101 18:45,-9999,3.23,-9999,6.97
19760101 19:00,3.22,-9999,6.62,-9999
19760101 19:15,-9999,3.22,-9999,6.62
19760101 19:30,-9999,3.22,-9999,6.62
19760101 19:45,-9999,3.22,-9999,6.62
19760101 20:00,3.2,-9999,5.97,-9999
19760101 20:15,-9999,3.2,-9999,5.97
19760101 20:30,-9999,3.2,-9999,5.97
19760101 20:45,-9999,3.2,-9999,5.97
19760101 21:00,3.19,-9999,5.67,-9999
19760101 21:15,-9999,3.19,-9999,5.67
19760101 21:30,-9999,3.19,-9999,5.67
19760101 21:45,-9999,3.19,-9999,5.67
19760101 22:00,3.18,-9999,5.39,-9999
19760101 22:15,-9999,3.18,-9999,5.39
19760101 22:30,-9999,3.18,-9999,5.39
19760101 22:45,-9999,3.18,-9999,5.39
19760101 23:00,3.17,-9999,5.12,-9999
19760101 23:15,-9999,3.17,-9999,5.12
19760101 23:30,-9999,3.17,-9999,5.12
19760101 23:45,-9999,3.17,-9999,5.12
19760102  0:00,-9999,3.17,-9999,5.12
19760102  0:15,-9999,3.17,-9999,5.12
19760102  0:30,-9999,3.17,-9999,5.12
19760102  0:45,-9999,3.17,-9999,5.12
19760102  1:00,-9999,3.17,-9999,5.12
19760102  1:15,-9999,3.17,-9999,5.12
19760102  1:30,-9999,3.17,-9999,5.12
19760102  1:45,-9999,3.17,-9999,5.12
19760102  2:00,3.16,-9999,4.86,-9999
19760102  2:15,-9999,3.16,-9999,4.86
19760102  2:30,-9999,3.16,-9999,4.86
19760102  2:45,-9999,3.16,-9999,4.86
19760102  3:00,3.15,-9999,4.62,-9999
19760102  3:15,-9999,3.15,-9999,4.62
19760102  3:30,-9999,3.15,-9999,4.62
19760102  3:45,-9999,3.15,-9999,4.62
19760102  4:00,-9999,3.15,-9999,4.62
19760102  4:15,-9999,3.15,-9999,4.62
19760102  4:30,-9999,3.15,-9999,4.62
19760102  4:45,-9999,3.15,-9999,4.62
19760102  5:00,3.14,-9999,4.39,-9999
19760102  5:15,-9999,3.14,-9999,4.39
19760102  5:30,-9999,3.14,-9999,4.39
19760102  5:45,-9999,3.14,-9999,4.39
19760102  6:00,-9999,3.14,-9999,4.39
19760102  6:15,-9999,3.14,-9999,4.39
19760102  6:30,-9999,3.14,-9999,4.39
19760102  6:45,-9999,3.14,-9999,4.39
19760102  7:00,-9999,3.14,-9999,4.39
19760102  7:15,-9999,3.14,-9999,4.39
19760102  7:30,-9999,3.14,-9999,4.39
19760102  7:45,-9999,3.14,-9999,4.39
19760102  8:00,-9999,3.14,-9999,4.39
19760102  8:15,-9999,3.14,-9999,4.39
19760102  8:30,-9999,3.14,-9999,4.39
19760102  8:45,-9999,3.14,-9999,4.39
19760102  9:00,3.13,-9999,4.17,-9999
19760102  9:15,-9999,3.13,-9999,4.17
19760102  9:30,-9999,3.13,-9999,4.17
19760102  9:45,-9999,3.13,-9999,4.17
19760102 10:00,-9999,3.13,-9999,4.17
19760102 10:15,-9999,3.13,-9999,4.17
19760102 10:30,-9999,3.13,-9999,4.17
19760102 10:45,-9999,3.13,-9999,4.17
19760102 11:00,-9999,3.13,-9999,4.17
19760102 11:15,-9999,3.13,-9999,4.17
19760102 11:30,-9999,3.13,-9999,4.17
19760102 11:45,-9999,3.13,-9999,4.17
19760102 12:00,-9999,3.13,-9999,4.17
19760102 12:15,-9999,3.13,-9999,4.17
19760102 12:30,-9999,3.13,-9999,4.17
19760102 12:45,-9999,3.13,-9999,4.17
19760102 13:00,-9999,3.13,-9999,4.17
19760102 13:15,-9999,3.13,-9999,4.17
19760102 13:30,-9999,3.13,-9999,4.17
19760102 13:45,-9999,3.13,-9999,4.17
19760102 14:00,-9999,3.13,-9999,4.17
19760102 14:15,-9999,3.13,-9999,4.17
19760102 14:30,-9999,3.13,-9999,4.17
19760102 14:45,-9999,3.13,-9999,4.17
19760102 15:00,-9999,3.13,-9999,4.17
19760102 15:15,-9999,3.13,-9999,4.17
19760102 15:30,-9999,3.13,-9999,4.17
19760102 15:45,-9999,3.13,-9999,4.17
19760102 16:00,-9999,3.13,-9999,4.17
19760102 16:15,-9999,3.13,-9999,4.17
19760102 16:30,-9999,3.13,-9999,4.17
19760102 16:45,-9999,3.13,-9999,4.17
19760102 17:00,-9999,3.13,-9999,4.17
19760102 17:15,-9999,3.13,-9999,4.17
19760102 17:30,-9999,3.13,-9999,4.17
19760102 17:45,-9999,3.13,-9999,4.17
19760102 18:00,-9999,3.13,-9999,4.17
19760102 18:15,-9999,3.13,-9999,4.17
19760102 18:30,-9999,3.13,-9999,4.17
19760102 18:45,-9999,3.13,-9999,4.17
19760102 19:00,-9999,3.13,-9999,4.17
19760102 19:15,-9999,3.13,-9999,4.17
19760102 19:30,-9999,3.13,-9999,4.17
19760102 19:45,-9999,3.13,-9999,4.17
19760102 20:00,-9999,3.13,-9999,4.17
19760102 20:15,-9999,3.13,-9999,4.17
19760102 20:30,-9999,3.13,-9999,4.17
19760102 20:45,-9999,3.13,-9999,4.17
19760102 21:00,-9999,3.13,-9999,4.17
19760102 21:15,-9999,3.13,-9999,4.17
19760102 21:30,-9999,3.13,-9999,4.17
19760102 21:45,-9999,3.13,-9999,4.17
19760102 22:00,-9999,3.13,-9999,4.17
19760102 22:15,-9999,3.13,-9999,4.17
19760102 22:30,-9999,3.13,-9999,4.17
19760102 22:45,-9999,3.13,-9999,4.17
19760102 23:00,-9999,3.13,-9999,4.17
19760102 23:15,-9999,3.13,-9999,4.17
19760102 23:30,-9999,3.13,-9999,4.17
19760102 23:45,-9999,3.13,-9999,4.17
19760103  0:00,-9999,3.13,-9999,4.17
19760103  0:15,-9999,3.13,-9999,4.17
19760103  0:30,-9999,3.13,-9999,4.17
19760103  0:45,-9999,3.13,-9999,4.17
19760103  1:00,-9999,3.13,-9999,4.17
19760103  1:15,-9999,3.13,-9999,4.17
19760103  1:30,-9999,3.13,-9999,4.17
19760103  1:45,-9999,3.13,-9999,4.17
19760103  2:00,-9999,3.13,-9999,4.17
19760103  2:15,-9999,3.13,-9999,4.17
19760103  2:30,-9999,3.13,-9999,4.17
19760103  2:45,-9999,3.13,-9999,4.17
19760103  3:00,-9999,3.13,-9999,4.17
19760103  3:15,-9999,3.13,-9999,4.17
19760103  3:30,-9999,3.13,-9999,4.17
19760103  3:45,-9999,3.13,-9999,4.17
19760103  4:00,-9999,3.13,-9999,4.17
19760103  4:15,-9999,3.13,-9999,4.17
19760103  4:30,-9999,3.13,-9999,4.17
19760103  4:45,-9999,3.13,-9999,4.17
19760103  5:00,-9999,3.13,-9999,4.17
19760103  5:15,-9999,3.13,-9999,4.17
19760103  5:30,-9999,3.13,-9999,4.17
19760103  5:45,-9999,3.13,-9999,4.17
19760103  6:00,-9999,3.13,-9999,4.17
19760103  6:15,-9999,3.13,-9999,4.17
19760103  6:30,-9999,3.13,-9999,4.17
19760103  6:45,-9999,3.13,-9999,4.17
19760103  7:00,-9999,3.13,-9999,4.17
19760103  7:15,-9999,3.13,-9999,4.17
19760103  7:30,-9999,3.13,-9999,4.17
19760103  7:45,-9999,3.13,-9999,4.17
19760103  8:00,3.14,-9999,4.39,-9999
19760103  8:15,-9999,3.14,-9999,4.39
19760103  8:30,-9999,3.14,-9999,4.39
19760103  8:45,-9999,3.14,-9999,4.39
19760103  9:00,3.2,-9999,5.97,-9999
19760103  9:15,-9999,3.2,-9999,5.97
19760103  9:30,-9999,3.2,-9999,5.97
19760103  9:45,-9999,3.2,-9999,5.97
19760103 10:00,3.29,-9999,9.49,-9999
19760103 10:15,-9999,3.29,-9999,9.49
19760103 10:30,-9999,3.29,-9999,9.49
19760103 10:45,-9999,3.29,-9999,9.49
19760103 11:00,3.42,-9999,18.51,-9999
19760103 11:15,-9999,3.42,-9999,18.51
19760103 11:30,-9999,3.42,-9999,18.51
19760103 11:45,-9999,3.42,-9999,18.51
19760103 12:00,3.44,-9999,20.51,-9999
19760103 12:15,-9999,3.44,-9999,20.51
19760103 12:30,-9999,3.44,-9999,20.51
19760103 12:45,-9999,3.44,-9999,20.51
19760103 13:00,3.43,-9999,19.48,-9999
19760103 13:15,-9999,3.43,-9999,19.48
19760103 13:30,-9999,3.43,-9999,19.48
19760103 13:45,-9999,3.43,-9999,19.48
19760103 14:00,3.38,-9999,15.07,-9999
19760103 14:15,-9999,3.38,-9999,15.07
19760103 14:30,-9999,3.38,-9999,15.07
19760103 14:45,-9999,3.38,-9999,15.07
19760103 15:00,3.35,-9999,12.91,-9999
19760103 15:15,-9999,3.35,-9999,12.91
19760103 15:30,-9999,3.35,-9999,12.91
19760103 15:45,-9999,3.35,-9999,12.91
19760103 16:00,3.32,-9999,11.07,-9999
19760103 16:15,-9999,3.32,-9999,11.07
19760103 16:30,-9999,3.32,-9999,11.07
19760103 16:45,-9999,3.32,-9999,11.07
19760103 17:00,3.3,-9999,9.99,-9999
19760103 17:15,-9999,3.3,-9999,9.99
19760103 17:30,-9999,3.3,-9999,9.99
19760103 17:45,-9999,3.3,-9999,9.99
19760103 18:00,3.28,-9999,9.01,-9999
19760103 18:15,-9999,3.28,-9999,9.01
19760103 18:30,-9999,3.28,-9999,9.01
19760103 18:45,-9999,3.28,-9999,9.01
19760103 19:00,3.25,-9999,7.72,-9999
19760103 19:15,-9999,3.25,-9999,7.72
19760103 19:30,-9999,3.25,-9999,7.72
19760103 19:45,-9999,3.25,-9999,7.72
19760103 20:00,3.24,-9999,7.34,-9999
19760103 20:15,-9999,3.24,-9999,7.34
19760103 20:30,-9999,3.24,-9999,7.34
19760103 20:45,-9999,3.24,-9999,7.34
19760103 21:00,3.22,-9999,6.62,-9999
19760103 21:15,-9999,3.22,-9999,6.62
19760103 21:30,-9999,3.22,-9999,6.62
19760103 21:45,-9999,3.22,-9999,6.62
19760103 22:00,3.21,-9999,6.29,-9999
19760103 22:15,-9999,3.21,-9999,6.29
19760103 22:30,-9999,3.21,-9999,6.29
19760103 22:45,-9999,3.21,-9999,6.29
19760103 23:00,3.19,-9999,5.67,-9999
19760103 23:15,-9999,3.19,-9999,5.67
19760103 23:30,-9999,3.19,-9999,5.67
19760103 23:45,-9999,3.19,-9999,5.67
19760104  0:00,3.18,-9999,5.39,-9999
19760104  0:15,-9999,3.18,-9999,5.39
19760104  0:30,-9999,3.18,-9999,5.39
19760104  0:45,-9999,3.18,-9999,5.39
19760104  1:00,3.17,-9999,5.12,-9999
19760104  1:15,-9999,3.17,-9999,5.12
19760104  1:30,-9999,3.17,-9999,5.12
19760104  1:45,-9999,3.17,-9999,5.12
19760104  2:00,-9999,3.17,-9999,5.12
19760104  2:15,-9999,3.17,-9999,5.12
19760104  2:30,-9999,3.17,-9999,5.12
19760104  2:45,-9999,3.17,-9999,5.12
19760104  3:00,3.16,-9999,4.86,-9999
19760104  3:15,-9999,3.16,-9999,4.86
19760104  3:30,-9999,3.16,-9999,4.86
19760104  3:45,-9999,3.16,-9999,4.86
19760104  4:00,-9999,3.16,-9999,4.86
19760104  4:15,-9999,3.16,-9999,4.86
19760104  4:30,-9999,3.16,-9999,4.86
19760104  4:45,-9999,3.16,-9999,4.86
19760104  5:00,3.15,-9999,4.62,-9999
19760104  5:15,-9999,3.15,-9999,4.62
19760104  5:30,-9999,3.15,-9999,4.62
19760104  5:45,-9999,3.15,-9999,4.62
19760104  6:00,-9999,3.15,-9999,4.62
19760104  6:15,-9999,3.15,-9999,4.62
19760104  6:30,-9999,3.15,-9999,4.62
19760104  6:45,-9999,3.15,-9999,4.62
19760104  7:00,3.14,-9999,4.39,-9999
19760104  7:15,-9999,3.14,-9999,4.39
19760104  7:30,-9999,3.14,-9999,4.39
19760104  7:45,-9999,3.14,-9999,4.39
19760104  8:00,-9999,3.14,-9999,4.39
19760104  8:15,-9999,3.14,-9999,4.39
19760104  8:30,-9999,3.14,-9999,4.39
19760104  8:45,-9999,3.14,-9999,4.39
19760104  9:00,-9999,3.14,-9999,4.39
19760104  9:15,-9999,3.14,-9999,4.39
19760104  9:30,-9999,3.14,-9999,4.39
19760104  9:45,-9999,3.14,-9999,4.39
19760104 10:00,-9999,3.14,-9999,4.39
19760104 10:15,-9999,3.14,-9999,4.39
19760104 10:30,-9999,3.14,-9999,4.39
19760104 10:45,-9999,3.14,-9999,4.39
19760104 11:00,-9999,3.14,-9999,4.39
19760104 11:15,-9999,3.14,-9999,4.39
19760104 11:30,-9999,3.14,-9999,4.39
19760104 11:45,-9999,3.14,-9999,4.39
19760104 12:00,-9999,3.14,-9999,4.39
19760104 12:15,-9999,3.14,-9999,4.39
19760104 12:30,-9999,3.14,-9999,4.39
19760104 12:45,-9999,3.14,-9999,4.39
19760104 13:00,-9999,3.14,-9999,4.39
19760104 13:15,-9999,3.14,-9999,4.39
19760104 13:30,-9999,3.14,-9999,4.39
19760104 13:45,-9999,3.14,-9999,4.39
19760104 14:00,-9999,3.14,-9999,4.39
19760104 14:15,-9999,3.14,-9999,4.39
19760104 14:30,-9999,3.14,-9999,4.39
19760104 14:45,-9999,3.14,-9999,4.39
19760104 15:00,-9999,3.14,-9999,4.39
19760104 15:15,-9999,3.14,-9999,4.39
19760104 15:30,-9999,3.14,-9999,4.39
19760104 15:45,-9999,3.14,-9999,4.39
19760104 16:00,-9999,3.14,-9999,4.39
19760104 16:15,-9999,3.14,-9999,4.39
19760104 16:30,-9999,3.14,-9999,4.39
19760104 16:45,-9999,3.14,-9999,4.39
19760104 17:00,3.13,-9999,4.17,-9999
19760104 17:15,-9999,3.13,-9999,4.17
19760104 17:30,-9999,3.13,-9999,4.17
19760104 17:45,-9999,3.13,-9999,4.17
19760104 18:00,-9999,3.13,-9999,4.17
19760104 18:15,-9999,3.13,-9999,4.17
19760104 18:30,-9999,3.13,-9999,4.17
19760104 18:45,-9999,3.13,-9999,4.17
19760104 19:00,3.12,-9999,3.96,-9999
19760104 19:15,-9999,3.12,-9999,3.96
19760104 19:30,-9999,3.12,-9999,3.96
19760104 19:45,-9999,3.12,-9999,3.96
19760104 20:00,-9999,3.12,-9999,3.96
19760104 20:15,-9999,3.12,-9999,3.96
19760104 20:30,-9999,3.12,-9999,3.96
19760104 20:45,-9999,3.12,-9999,3.96
19760104 21:00,-9999,3.12,-9999,3.96
19760104 21:15,-9999,3.12,-9999,3.96
19760104 21:30,-9999,3.12,-9999,3.96
19760104 21:45,-9999,3.12,-9999,3.96
19760104 22:00,-9999,3.12,-9999,3.96
19760104 22:15,-9999,3.12,-9999,3.96
19760104 22:30,-9999,3.12,-9999,3.96
19760104 22:45,-9999,3.12,-9999,3.96
19760104 23:00,-9999,3.12,-9999,3.96
19760104 23:15,-9999,3.12,-9999,3.96
19760104 23:30,-9999,3.12,-9999,3.96
19760104 23:45,-9999,3.12,-9999,3.96
19760105  0:00,3.11,-9999,3.76,-9999
19760105  0:15,-9999,3.11,-9999,3.76
19760105  0:30,-9999,3.11,-9999,3.76
19760105  0:45,-9999,3.11,-9999,3.76
19760105  1:00,-9999,3.11,-9999,3.76
19760105  1:15,-9999,3.11,-9999,3.76
19760105  1:30,-9999,3.11,-9999,3.76
19760105  1:45,-9999,3.11,-9999,3.76
19760105  2:00,-9999,3.11,-9999,3.76
19760105  2:15,-9999,3.11,-9999,3.76
19760105  2:30,-9999,3.11,-9999,3.76
19760105  2:45,-9999,3.11,-9999,3.76
19760105  3:00,-9999,3.11,-9999,3.76
19760105  3:15,-9999,3.11,-9999,3.76
19760105  3:30,-9999,3.11,-9999,3.76
19760105  3:45,-9999,3.11,-9999,3.76
19760105  4:00,-9999,3.11,-9999,3.76
19760105  4:15,-9999,3.11,-9999,3.76
19760105  4:30,-9999,3.11,-9999,3.76
19760105  4:45,-9999,3.11,-9999,3.76
19760105  5:00,-9999,3.11,-9999,3.76
19760105  5:15,-9999,3.11,-9999,3.76
19760105  5:30,-9999,3.11,-9999,3.76
19760105  5:45,-9999,3.11,-9999,3.76
19760105  6:00,-9999,3.11,-9999,3.76
19760105  6:15,-9999,3.11,-9999,3.76
19760105  6:30,-9999,3.11,-9999,3.76
19760105  6:45,-9999,3.11,-9999,3.76
19760105  7:00,-9999,3.11,-9999,3.76
19760105  7:15,-9999,3.11,-9999,3.76
19760105  7:30,-9999,3.11,-9999,3.76
19760105  7:45,-9999,3.11,-9999,3.76
19760105  8:00,3.1,-9999,3.57,-9999
19760105  8:15,-9999,3.1,-9999,3.57
19760105  8:30,-9999,3.1,-9999,3.57
19760105  8:45,-9999,3.1,-9999,3.57
19760105  9:00,-9999,3.1,-9999,3.57
19760105  9:15,-9999,3.1,-9999,3.57
19760105  9:30,-9999,3.1,-9999,3.57
19760105  9:45,-9999,3.1,-9999,3.57
19760105 10:00,-9999,3.1,-9999,3.57
19760105 10:15,-9999,3.1,-9999,3.57
19760105 10:30,-9999,3.1,-9999,3.57
19760105 10:45,-9999,3.1,-9999,3.57
19760105 11:00,-9999,3.1,-9999,3.57
19760105 11:15,-9999,3.1,-9999,3.57
19760105 11:30,-9999,3.1,-9999,3.57
19760105 11:45,-9999,3.1,-9999,3.57
19760105 12:00,-9999,3.1,-9999,3.57
19760105 12:15,-9999,3.1,-9999,3.57
19760105 12:30,-9999,3.1,-9999,3.57
19760105 12:45,-9999,3.1,-9999,3.57
19760105 13:00,-9999,3.1,-9999,3.57
19760105 13:15,-9999,3.1,-9999,3.57
19760105 13:30,-9999,3.1,-9999,3.57
19760105 13:45,-9999,3.1,-9999,3.57
19760105 14:00,-9999,3.1,-9999,3.57
19760105 14:15,-9999,3.1,-9999,3.57
19760105 14:30,-9999,3.1,-9999,3.57
19760105 14:45,-9999,3.1,-9999,3.57
19760105 15:00,-9999,3.1,-9999,3.57
19760105 15:15,-9999,3.1,-9999,3.57
19760105 15:30,-9999,3.1,-9999,3.57
19760105 15:45,-9999,3.1,-9999,3.57
19760105 16:00,-9999,3.1,-9999,3.57
19760105 16:15,-9999,3.1,-9999,3.57
19760105 16:30,-9999,3.1,-9999,3.57
19760105 16:45,-9999,3.1,-9999,3.57
19760105 17:00,-9999,3.1,-9999,3.57
19760105 17:15,-9999,3.1,-9999,3.57
19760105 17:30,-9999,3.1,-9999,3.57
19760105 17:45,-9999,3.1,-9999,3.57
19760105 18:00,-9999,3.1,-9999,3.57
19760105 18:15,-9999,3.1,-9999,3.57
19760105 18:30,-9999,3.1,-9999,3.57
19760105 18:45,-9999,3.1,-9999,3.57
19760105 19:00,-9999,3.1,-9999,3.57
19760105 19:15,-9999,3.1,-9999,3.57
19760105 19:30,-9999,3.1,-9999,3.57
19760105 19:45,-9999,3.1,-9999,3.57
19760105 20:00,-9999,3.1,-9999,3.57
19760105 20:15,-9999,3.1,-9999,3.57
19760105 20:30,-9999,3.1,-9999,3.57
19760105 20:45,-9999,3.1,-9999,3.57
19760105 21:00,-9999,3.1,-9999,3.57
19760105 21:15,-9999,3.1,-9999,3.57
19760105 21:30,-9999,3.1,-9999,3.57
19760105 21:45,-9999,3.1,-9999,3.57
19760105 22:00,-9999,3.1,-9999,3.57
19760105 22:15,-9999,3.1,-9999,3.57
19760105 22:30,-9999,3.1,-9999,3.57
19760105 22:45,-9999,3.1,-9999,3.57
19760105 23:00,-9999,3.1,-9999,3.57
19760105 23:15,-9999,3.1,-9999,3.57
19760105 23:30,-9999,3.1,-9999,3.57
19760105 23:45,-9999,3.1,-9999,3.57
19760106  0:00,-9999,3.1,-9999,3.57
19760106  0:15,-9999,3.1,-9999,3.57
19760106  0:30,-9999,3.1,-9999,3.57
19760106  0:45,-9999,3.1,-9999,3.57
19760106  1:00,-9999,3.1,-9999,3.57
19760106  1:15,-9999,3.1,-9999,3.57
19760106  1:30,-9999,3.1,-9999,3.57
19760106  1:45,-9999,3.1,-9999,3.57
19760106  2:00,-9999,3.1,-9999,3.57
19760106  2:15,-9999,3.1,-9999,3.57
19760106  2:30,-9999,3.1,-9999,3.57
19760106  2:45,-9999,3.1,-9999,3.57
19760106  3:00,-9999,3.1,-9999,3.57
19760106  3:15,-9999,3.1,-9999,3.57
19760106  3:30,-9999,3.1,-9999,3.57
19760106  3:45,-9999,3.1,-9999,3.57
19760106  4:00,-9999,3.1,-9999,3.57
19760106  4:15,-9999,3.1,-9999,3.57
19760106  4:30,-9999,3.1,-9999,3.57
19760106  4:45,-9999,3.1,-9999,3.57
19760106  5:00,-9999,3.1,-9999,3.57
19760106  5:15,-9999,3.1,-9999,3.57
19760106  5:30,-9999,3.1,-9999,3.57
19760106  5:45,-9999,3.1,-9999,3.57
19760106  6:00,3.09,-9999,3.39,-9999
19760106  6:15,-9999,3.09,-9999,3.39
19760106  6:30,-9999,3.09,-9999,3.39
19760106  6:45,-9999,3.09,-9999,3.39
19760106  7:00,-9999,3.09,-9999,3.39
19760106  7:15,-9999,3.09,-9999,3.39
19760106  7:30,-9999,3.09,-9999,3.39
19760106  7:45,-9999,3.09,-9999,3.39
19760106  8:00,-9999,3.09,-9999,3.39
19760106  8:15,-9999,3.09,-9999,3.39
19760106  8:30,-9999,3.09,-9999,3.39
19760106  8:45,-9999,3.09,-9999,3.39
19760106  9:00,-9999,3.09,-9999,3.39
19760106  9:15,-9999,3.09,-9999,3.39
19760106  9:30,-9999,3.09,-9999,3.39
19760106  9:45,-9999,3.09,-9999,3.39
19760106 10:00,-9999,3.09,-9999,3.39
19760106 10:15,-9999,3.09,-9999,3.39
19760106 10:30,-9999,3.09,-9999,3.39
19760106 10:45,-9999,3.09,-9999,3.39
19760106 11:00,-9999,3.09,-9999,3.39
19760106 11:15,-9999,3.09,-9999,3.39
19760106 11:30,-9999,3.09,-9999,3.39
19760106 11:45,-9999,3.09,-9999,3.39
19760106 12:00,-9999,3.09,-9999,3.39
19760106 12:15,-9999,3.09,-9999,3.39
19760106 12:30,-9999,3.09,-9999,3.39
19760106 12:45,-9999,3.09,-9999,3.39
19760106 13:00,-9999,3.09,-9999,3.39
19760106 13:15,-9999,3.09,-9999,3.39
19760106 13:30,-9999,3.09,-9999,3.39
19760106 13:45,-9999,3.09,-9999,3.39
19760106 14:00,-9999,3.09,-9999,3.39
19760106 14:15,-9999,3.09,-9999,3.39
19760106 14:30,-9999,3.09,-9999,3.39
19760106 14:45,-9999,3.09,-9999,3.39
19760106 15:00,-9999,3.09,-9999,3.39
19760106 15:15,-9999,3.09,-9999,3.39
19760106 15:30,-9999,3.09,-9999,3.39
19760106 15:45,-9999,3.09,-9999,3.39
19760106 16:00,-9999,3.09,-9999,3.39
19760106 16:15,-9999,3.09,-9999,3.39
19760106 16:30,-9999,3.09,-9999,3.39
19760106 16:45,-9999,3.09,-9999,3.39
19760106 17:00,-9999,3.09,-9999,3.39
19760106 17:15,-9999,3.09,-9999,3.39
19760106 17:30,-9999,3.09,-9999,3.39
19760106 17:45,-9999,3.09,-9999,3.39
19760106 18:00,-9999,3.09,-9999,3.39
19760106 18:15,-9999,3.09,-9999,3.39
19760106 18:30,-9999,3.09,-9999,3.39
19760106 18:45,-9999,3.09,-9999,3.39
19760106 19:00,-9999,3.09,-9999,3.39
19760106 19:15,-9999,3.09,-9999,3.39
19760106 19:30,-9999,3.09,-9999,3.39
19760106 19:45,-9999,3.09,-9999,3.39
19760106 20:00,-9999,3.09,-9999,3.39
19760106 20:15,-9999,3.09,-9999,3.39
19760106 20:30,-9999,3.09,-9999,3.39
19760106 20:45,-9999,3.09,-9999,3.39
19760106 21:00,-9999,3.09,-9999,3.39
19760106 21:15,-9999,3.09,-9999,3.39
19760106 21:30,-9999,3.09,-9999,3.39
19760106 21:45,-9999,3.09,-9999,3.39
19760106 22:00,-9999,3.09,-9999,3.39
19760106 22:15,-9999,3.09,-9999,3.39
19760106 22:30,-9999,3.09,-9999,3.39
19760106 22:45,-9999,3.09,-9999,3.39
19760106 23:00,-9999,3.09,-9999,3.39
19760106 23:15,-9999,3.09,-9999,3.39
19760106 23:30,-9999,3.09,-9999,3.39
19760106 23:45,-9999,3.09,-9999,3.39
19760107  0:00,-9999,3.09,-9999,3.39
19760107  0:15,-9999,3.09,-9999,3.39
