Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19680521 15:00,1.69,-9999,1.56,-9999
19680521 15:15,-9999,1.69,-9999,1.56
19680521 15:30,-9999,1.69,-9999,1.56
19680521 15:45,-9999,1.69,-9999,1.56
19680521 16:00,-9999,1.69,-9999,1.56
19680521 16:15,-9999,1.69,-9999,1.56
19680521 16:30,-9999,1.69,-9999,1.56
19680521 16:45,-9999,1.69,-9999,1.56
19680521 17:00,-9999,1.69,-9999,1.56
19680521 17:15,-9999,1.69,-9999,1.56
19680521 17:30,-9999,1.69,-9999,1.56
19680521 17:45,-9999,1.69,-9999,1.56
19680521 18:00,-9999,1.69,-9999,1.56
19680521 18:15,-9999,1.69,-9999,1.56
19680521 18:30,-9999,1.69,-9999,1.56
19680521 18:45,-9999,1.69,-9999,1.56
19680521 19:00,-9999,1.69,-9999,1.56
19680521 19:15,-9999,1.69,-9999,1.56
19680521 19:30,-9999,1.69,-9999,1.56
19680521 19:45,-9999,1.69,-9999,1.56
19680521 20:00,-9999,1.69,-9999,1.56
19680521 20:15,-9999,1.69,-9999,1.56
19680521 20:30,-9999,1.69,-9999,1.56
19680521 20:45,-9999,1.69,-9999,1.56
19680521 21:00,-9999,1.69,-9999,1.56
19680521 21:15,-9999,1.69,-9999,1.56
19680521 21:30,-9999,1.69,-9999,1.56
19680521 21:45,-9999,1.69,-9999,1.56
19680521 22:00,-9999,1.69,-9999,1.56
19680521 22:15,-9999,1.69,-9999,1.56
19680521 22:30,-9999,1.69,-9999,1.56
19680521 22:45,-9999,1.69,-9999,1.56
19680521 23:00,-9999,1.69,-9999,1.56
19680521 23:15,-9999,1.69,-9999,1.56
19680521 23:30,-9999,1.69,-9999,1.56
19680521 23:45,-9999,1.69,-9999,1.56
19680522  0:00,-9999,1.69,-9999,1.56
19680522  0:15,-9999,1.69,-9999,1.56
19680522  0:30,-9999,1.69,-9999,1.56
19680522  0:45,-9999,1.69,-9999,1.56
19680522  1:00,-9999,1.69,-9999,1.56
19680522  1:15,-9999,1.69,-9999,1.56
19680522  1:30,-9999,1.69,-9999,1.56
19680522  1:45,-9999,1.69,-9999,1.56
19680522  2:00,-9999,1.69,-9999,1.56
19680522  2:15,-9999,1.69,-9999,1.56
