Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19790101  0:00,-9999,3.03,-9999,3.71
19790101  0:15,-9999,3.03,-9999,3.71
19790101  0:30,-9999,3.03,-9999,3.71
19790101  0:45,-9999,3.03,-9999,3.71
19790101  1:00,3.03,-9999,3.71,-9999
19790101  1:15,-9999,3.03,-9999,3.71
19790101  1:30,-9999,3.03,-9999,3.71
19790101  1:45,-9999,3.03,-9999,3.71
19790101  2:00,3.04,-9999,3.88,-9999
19790101  2:15,-9999,3.04,-9999,3.88
19790101  2:30,-9999,3.04,-9999,3.88
19790101  2:45,-9999,3.04,-9999,3.88
19790101  3:00,3.06,-9999,4.24,-9999
19790101  3:15,-9999,3.06,-9999,4.24
19790101  3:30,-9999,3.06,-9999,4.24
19790101  3:45,-9999,3.06,-9999,4.24
19790101  4:00,3.07,-9999,4.44,-9999
19790101  4:15,-9999,3.07,-9999,4.44
19790101  4:30,-9999,3.07,-9999,4.44
19790101  4:45,-9999,3.07,-9999,4.44
19790101  5:00,3.1,-9999,5.07,-9999
19790101  5:15,-9999,3.1,-9999,5.07
19790101  5:30,-9999,3.1,-9999,5.07
19790101  5:45,-9999,3.1,-9999,5.07
19790101  6:00,-9999,3.1,-9999,5.07
19790101  6:15,-9999,3.1,-9999,5.07
19790101  6:30,-9999,3.1,-9999,5.07
19790101  6:45,-9999,3.1,-9999,5.07
19790101  7:00,-9999,3.1,-9999,5.07
19790101  7:15,-9999,3.1,-9999,5.07
19790101  7:30,-9999,3.1,-9999,5.07
19790101  7:45,-9999,3.1,-9999,5.07
19790101  8:00,-9999,3.1,-9999,5.07
19790101  8:15,-9999,3.1,-9999,5.07
19790101  8:30,-9999,3.1,-9999,5.07
19790101  8:45,-9999,3.1,-9999,5.07
19790101  9:00,3.11,-9999,5.3,-9999
19790101  9:15,-9999,3.11,-9999,5.3
19790101  9:30,-9999,3.11,-9999,5.3
19790101  9:45,-9999,3.11,-9999,5.3
19790101 10:00,3.13,-9999,5.79,-9999
19790101 10:15,-9999,3.13,-9999,5.79
19790101 10:30,-9999,3.13,-9999,5.79
19790101 10:45,-9999,3.13,-9999,5.79
19790101 11:00,3.14,-9999,6.05,-9999
19790101 11:15,-9999,3.14,-9999,6.05
19790101 11:30,-9999,3.14,-9999,6.05
19790101 11:45,-9999,3.14,-9999,6.05
19790101 12:00,3.15,-9999,6.33,-9999
19790101 12:15,-9999,3.15,-9999,6.33
19790101 12:30,-9999,3.15,-9999,6.33
19790101 12:45,-9999,3.15,-9999,6.33
19790101 13:00,-9999,3.15,-9999,6.33
19790101 13:15,-9999,3.15,-9999,6.33
19790101 13:30,-9999,3.15,-9999,6.33
19790101 13:45,-9999,3.15,-9999,6.33
19790101 14:00,-9999,3.15,-9999,6.33
19790101 14:15,-9999,3.15,-9999,6.33
19790101 14:30,-9999,3.15,-9999,6.33
19790101 14:45,-9999,3.15,-9999,6.33
