Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
19820101 10:00,2.87,-9999,3.62,-9999
19820101 10:15,-9999,2.87,-9999,3.62
19820101 10:30,-9999,2.87,-9999,3.62
19820101 10:45,-9999,2.87,-9999,3.62
19820101 11:00,2.88,-9999,3.75,-9999
19820101 11:15,-9999,2.88,-9999,3.75
19820101 11:30,-9999,2.88,-9999,3.75
19820101 11:45,-9999,2.88,-9999,3.75
19820101 12:00,2.9,-9999,4.02,-9999
19820101 12:15,-9999,2.9,-9999,4.02
19820101 12:30,-9999,2.9,-9999,4.02
19820101 12:45,-9999,2.9,-9999,4.02
19820101 13:00,2.92,-9999,4.31,-9999
19820101 13:15,-9999,2.92,-9999,4.31
19820101 13:30,-9999,2.92,-9999,4.31
19820101 13:45,-9999,2.92,-9999,4.31
19820101 14:00,2.93,-9999,4.46,-9999
19820101 14:15,-9999,2.93,-9999,4.46
19820101 14:30,-9999,2.93,-9999,4.46
19820101 14:45,-9999,2.93,-9999,4.46
19820101 15:00,2.94,-9999,4.62,-9999
19820101 15:15,-9999,2.94,-9999,4.62
19820101 15:30,-9999,2.94,-9999,4.62
19820101 15:45,-9999,2.94,-9999,4.62
19820101 16:00,-9999,2.94,-9999,4.62
19820101 16:15,-9999,2.94,-9999,4.62
19820101 16:30,-9999,2.94,-9999,4.62
19820101 16:45,-9999,2.94,-9999,4.62
19820101 17:00,-9999,2.94,-9999,4.62
19820101 17:15,-9999,2.94,-9999,4.62
19820101 17:30,-9999,2.94,-9999,4.62
19820101 17:45,-9999,2.94,-9999,4.62
19820101 18:00,-9999,2.94,-9999,4.62
19820101 18:15,-9999,2.94,-9999,4.62
19820101 18:30,-9999,2.94,-9999,4.62
19820101 18:45,-9999,2.94,-9999,4.62
19820101 19:00,-9999,2.94,-9999,4.62
19820101 19:15,-9999,2.94,-9999,4.62
19820101 19:30,-9999,2.94,-9999,4.62
19820101 19:45,-9999,2.94,-9999,4.62
19820101 20:00,-9999,2.94,-9999,4.62
19820101 20:15,-9999,2.94,-9999,4.62
19820101 20:30,-9999,2.94,-9999,4.62
19820101 20:45,-9999,2.94,-9999,4.62
19820101 21:00,2.93,-9999,4.46,-9999
19820101 21:15,-9999,2.93,-9999,4.46
19820101 21:30,-9999,2.93,-9999,4.46
19820101 21:45,-9999,2.93,-9999,4.46
19820101 22:00,-9999,2.93,-9999,4.46
19820101 22:15,-9999,2.93,-9999,4.46
19820101 22:30,-9999,2.93,-9999,4.46
19820101 22:45,-9999,2.93,-9999,4.46
19820101 23:00,2.92,-9999,4.31,-9999
19820101 23:15,-9999,2.92,-9999,4.31
19820101 23:30,-9999,2.92,-9999,4.31
19820101 23:45,-9999,2.92,-9999,4.31
19820102  0:00,2.91,-9999,4.16,-9999
19820102  0:15,-9999,2.91,-9999,4.16
19820102  0:30,-9999,2.91,-9999,4.16
19820102  0:45,-9999,2.91,-9999,4.16
19820102  1:00,2.9,-9999,4.02,-9999
19820102  1:15,-9999,2.9,-9999,4.02
19820102  1:30,-9999,2.9,-9999,4.02
19820102  1:45,-9999,2.9,-9999,4.02
19820102  2:00,2.89,-9999,3.88,-9999
19820102  2:15,-9999,2.89,-9999,3.88
19820102  2:30,-9999,2.89,-9999,3.88
19820102  2:45,-9999,2.89,-9999,3.88
19820102  3:00,2.88,-9999,3.75,-9999
19820102  3:15,-9999,2.88,-9999,3.75
19820102  3:30,-9999,2.88,-9999,3.75
19820102  3:45,-9999,2.88,-9999,3.75
19820102  4:00,-9999,2.88,-9999,3.75
19820102  4:15,-9999,2.88,-9999,3.75
19820102  4:30,-9999,2.88,-9999,3.75
19820102  4:45,-9999,2.88,-9999,3.75
19820102  5:00,2.87,-9999,3.62,-9999
19820102  5:15,-9999,2.87,-9999,3.62
19820102  5:30,-9999,2.87,-9999,3.62
19820102  5:45,-9999,2.87,-9999,3.62
19820102  6:00,-9999,2.87,-9999,3.62
19820102  6:15,-9999,2.87,-9999,3.62
19820102  6:30,-9999,2.87,-9999,3.62
19820102  6:45,-9999,2.87,-9999,3.62
19820102  7:00,2.86,-9999,3.49,-9999
19820102  7:15,-9999,2.86,-9999,3.49
19820102  7:30,-9999,2.86,-9999,3.49
19820102  7:45,-9999,2.86,-9999,3.49
19820102  8:00,-9999,2.86,-9999,3.49
19820102  8:15,-9999,2.86,-9999,3.49
19820102  8:30,-9999,2.86,-9999,3.49
19820102  8:45,-9999,2.86,-9999,3.49
19820102  9:00,-9999,2.86,-9999,3.49
19820102  9:15,-9999,2.86,-9999,3.49
19820102  9:30,-9999,2.86,-9999,3.49
19820102  9:45,-9999,2.86,-9999,3.49
19820102 10:00,2.85,-9999,3.37,-9999
19820102 10:15,-9999,2.85,-9999,3.37
19820102 10:30,-9999,2.85,-9999,3.37
19820102 10:45,-9999,2.85,-9999,3.37
19820102 11:00,-9999,2.85,-9999,3.37
19820102 11:15,-9999,2.85,-9999,3.37
19820102 11:30,-9999,2.85,-9999,3.37
19820102 11:45,-9999,2.85,-9999,3.37
19820102 12:00,2.84,-9999,3.26,-9999
19820102 12:15,-9999,2.84,-9999,3.26
19820102 12:30,-9999,2.84,-9999,3.26
19820102 12:45,-9999,2.84,-9999,3.26
19820102 13:00,-9999,2.84,-9999,3.26
19820102 13:15,-9999,2.84,-9999,3.26
19820102 13:30,-9999,2.84,-9999,3.26
19820102 13:45,-9999,2.84,-9999,3.26
19820102 14:00,-9999,2.84,-9999,3.26
19820102 14:15,-9999,2.84,-9999,3.26
19820102 14:30,-9999,2.84,-9999,3.26
19820102 14:45,-9999,2.84,-9999,3.26
19820102 15:00,-9999,2.84,-9999,3.26
19820102 15:15,-9999,2.84,-9999,3.26
19820102 15:30,-9999,2.84,-9999,3.26
19820102 15:45,-9999,2.84,-9999,3.26
19820102 16:00,-9999,2.84,-9999,3.26
19820102 16:15,-9999,2.84,-9999,3.26
19820102 16:30,-9999,2.84,-9999,3.26
19820102 16:45,-9999,2.84,-9999,3.26
19820102 17:00,-9999,2.84,-9999,3.26
19820102 17:15,-9999,2.84,-9999,3.26
19820102 17:30,-9999,2.84,-9999,3.26
19820102 17:45,-9999,2.84,-9999,3.26
19820102 18:00,-9999,2.84,-9999,3.26
19820102 18:15,-9999,2.84,-9999,3.26
19820102 18:30,-9999,2.84,-9999,3.26
19820102 18:45,-9999,2.84,-9999,3.26
19820102 19:00,2.83,-9999,3.15,-9999
19820102 19:15,-9999,2.83,-9999,3.15
19820102 19:30,-9999,2.83,-9999,3.15
19820102 19:45,-9999,2.83,-9999,3.15
19820102 20:00,-9999,2.83,-9999,3.15
19820102 20:15,-9999,2.83,-9999,3.15
19820102 20:30,-9999,2.83,-9999,3.15
19820102 20:45,-9999,2.83,-9999,3.15
19820102 21:00,-9999,2.83,-9999,3.15
19820102 21:15,-9999,2.83,-9999,3.15
19820102 21:30,-9999,2.83,-9999,3.15
19820102 21:45,-9999,2.83,-9999,3.15
19820102 22:00,-9999,2.83,-9999,3.15
19820102 22:15,-9999,2.83,-9999,3.15
19820102 22:30,-9999,2.83,-9999,3.15
19820102 22:45,-9999,2.83,-9999,3.15
19820102 23:00,-9999,2.83,-9999,3.15
19820102 23:15,-9999,2.83,-9999,3.15
19820102 23:30,-9999,2.83,-9999,3.15
19820102 23:45,-9999,2.83,-9999,3.15
19820103  0:00,-9999,2.83,-9999,3.15
19820103  0:15,-9999,2.83,-9999,3.15
19820103  0:30,-9999,2.83,-9999,3.15
19820103  0:45,-9999,2.83,-9999,3.15
19820103  1:00,-9999,2.83,-9999,3.15
19820103  1:15,-9999,2.83,-9999,3.15
19820103  1:30,-9999,2.83,-9999,3.15
19820103  1:45,-9999,2.83,-9999,3.15
19820103  2:00,-9999,2.83,-9999,3.15
19820103  2:15,-9999,2.83,-9999,3.15
19820103  2:30,-9999,2.83,-9999,3.15
19820103  2:45,-9999,2.83,-9999,3.15
19820103  3:00,-9999,2.83,-9999,3.15
19820103  3:15,-9999,2.83,-9999,3.15
19820103  3:30,-9999,2.83,-9999,3.15
19820103  3:45,-9999,2.83,-9999,3.15
19820103  4:00,-9999,2.83,-9999,3.15
19820103  4:15,-9999,2.83,-9999,3.15
19820103  4:30,-9999,2.83,-9999,3.15
19820103  4:45,-9999,2.83,-9999,3.15
19820103  5:00,-9999,2.83,-9999,3.15
19820103  5:15,-9999,2.83,-9999,3.15
19820103  5:30,-9999,2.83,-9999,3.15
19820103  5:45,-9999,2.83,-9999,3.15
19820103  6:00,-9999,2.83,-9999,3.15
19820103  6:15,-9999,2.83,-9999,3.15
19820103  6:30,-9999,2.83,-9999,3.15
19820103  6:45,-9999,2.83,-9999,3.15
19820103  7:00,2.82,-9999,3.04,-9999
19820103  7:15,-9999,2.82,-9999,3.04
19820103  7:30,-9999,2.82,-9999,3.04
19820103  7:45,-9999,2.82,-9999,3.04
19820103  8:00,-9999,2.82,-9999,3.04
19820103  8:15,-9999,2.82,-9999,3.04
19820103  8:30,-9999,2.82,-9999,3.04
19820103  8:45,-9999,2.82,-9999,3.04
19820103  9:00,-9999,2.82,-9999,3.04
19820103  9:15,-9999,2.82,-9999,3.04
19820103  9:30,-9999,2.82,-9999,3.04
19820103  9:45,-9999,2.82,-9999,3.04
19820103 10:00,-9999,2.82,-9999,3.04
19820103 10:15,-9999,2.82,-9999,3.04
19820103 10:30,-9999,2.82,-9999,3.04
19820103 10:45,-9999,2.82,-9999,3.04
19820103 11:00,-9999,2.82,-9999,3.04
19820103 11:15,-9999,2.82,-9999,3.04
19820103 11:30,-9999,2.82,-9999,3.04
19820103 11:45,-9999,2.82,-9999,3.04
19820103 12:00,-9999,2.82,-9999,3.04
19820103 12:15,-9999,2.82,-9999,3.04
19820103 12:30,-9999,2.82,-9999,3.04
19820103 12:45,-9999,2.82,-9999,3.04
19820103 13:00,-9999,2.82,-9999,3.04
19820103 13:15,-9999,2.82,-9999,3.04
19820103 13:30,-9999,2.82,-9999,3.04
19820103 13:45,-9999,2.82,-9999,3.04
19820103 14:00,2.81,-9999,2.93,-9999
19820103 14:15,-9999,2.81,-9999,2.93
19820103 14:30,-9999,2.81,-9999,2.93
19820103 14:45,-9999,2.81,-9999,2.93
19820103 15:00,-9999,2.81,-9999,2.93
19820103 15:15,-9999,2.81,-9999,2.93
19820103 15:30,-9999,2.81,-9999,2.93
19820103 15:45,-9999,2.81,-9999,2.93
19820103 16:00,-9999,2.81,-9999,2.93
19820103 16:15,-9999,2.81,-9999,2.93
19820103 16:30,-9999,2.81,-9999,2.93
19820103 16:45,-9999,2.81,-9999,2.93
19820103 17:00,-9999,2.81,-9999,2.93
19820103 17:15,-9999,2.81,-9999,2.93
19820103 17:30,-9999,2.81,-9999,2.93
19820103 17:45,-9999,2.81,-9999,2.93
19820103 18:00,-9999,2.81,-9999,2.93
19820103 18:15,-9999,2.81,-9999,2.93
19820103 18:30,-9999,2.81,-9999,2.93
19820103 18:45,-9999,2.81,-9999,2.93
19820103 19:00,-9999,2.81,-9999,2.93
19820103 19:15,-9999,2.81,-9999,2.93
19820103 19:30,-9999,2.81,-9999,2.93
19820103 19:45,-9999,2.81,-9999,2.93
19820103 20:00,-9999,2.81,-9999,2.93
19820103 20:15,-9999,2.81,-9999,2.93
19820103 20:30,-9999,2.81,-9999,2.93
19820103 20:45,-9999,2.81,-9999,2.93
19820103 21:00,-9999,2.81,-9999,2.93
19820103 21:15,-9999,2.81,-9999,2.93
19820103 21:30,-9999,2.81,-9999,2.93
19820103 21:45,-9999,2.81,-9999,2.93
19820103 22:00,-9999,2.81,-9999,2.93
19820103 22:15,-9999,2.81,-9999,2.93
19820103 22:30,-9999,2.81,-9999,2.93
19820103 22:45,-9999,2.81,-9999,2.93
19820103 23:00,-9999,2.81,-9999,2.93
19820103 23:15,-9999,2.81,-9999,2.93
19820103 23:30,-9999,2.81,-9999,2.93
19820103 23:45,-9999,2.81,-9999,2.93
19820104  0:00,-9999,2.81,-9999,2.93
19820104  0:15,-9999,2.81,-9999,2.93
19820104  0:30,-9999,2.81,-9999,2.93
19820104  0:45,-9999,2.81,-9999,2.93
19820104  1:00,2.82,-9999,3.04,-9999
19820104  1:15,-9999,2.82,-9999,3.04
19820104  1:30,-9999,2.82,-9999,3.04
19820104  1:45,-9999,2.82,-9999,3.04
19820104  2:00,2.83,-9999,3.15,-9999
19820104  2:15,-9999,2.83,-9999,3.15
19820104  2:30,-9999,2.83,-9999,3.15
19820104  2:45,-9999,2.83,-9999,3.15
19820104  3:00,2.85,-9999,3.37,-9999
19820104  3:15,-9999,2.85,-9999,3.37
19820104  3:30,-9999,2.85,-9999,3.37
19820104  3:45,-9999,2.85,-9999,3.37
19820104  4:00,2.9,-9999,4.02,-9999
19820104  4:15,-9999,2.9,-9999,4.02
19820104  4:30,-9999,2.9,-9999,4.02
19820104  4:45,-9999,2.9,-9999,4.02
19820104  5:00,3.02,-9999,6.12,-9999
19820104  5:15,-9999,3.02,-9999,6.12
19820104  5:30,-9999,3.02,-9999,6.12
19820104  5:45,-9999,3.02,-9999,6.12
19820104  6:00,3.16,-9999,9.99,-9999
19820104  6:15,-9999,3.16,-9999,9.99
19820104  6:30,-9999,3.16,-9999,9.99
19820104  6:45,-9999,3.16,-9999,9.99
19820104  7:00,3.3,-9999,16.32,-9999
19820104  7:15,-9999,3.3,-9999,16.32
19820104  7:30,-9999,3.3,-9999,16.32
19820104  7:45,-9999,3.3,-9999,16.32
19820104  8:00,3.48,-9999,30.66,-9999
19820104  8:15,-9999,3.48,-9999,30.66
19820104  8:30,-9999,3.48,-9999,30.66
19820104  8:45,-9999,3.48,-9999,30.66
19820104  9:00,3.7,-9999,57.15,-9999
19820104  9:15,-9999,3.7,-9999,57.15
19820104  9:30,-9999,3.7,-9999,57.15
19820104  9:45,-9999,3.7,-9999,57.15
19820104 10:00,3.95,-9999,89.65,-9999
19820104 10:15,-9999,3.95,-9999,89.65
19820104 10:30,-9999,3.95,-9999,89.65
19820104 10:45,-9999,3.95,-9999,89.65
19820104 11:00,4.03,-9999,102.12,-9999
19820104 11:15,-9999,4.03,-9999,102.12
19820104 11:30,-9999,4.03,-9999,102.12
19820104 11:45,-9999,4.03,-9999,102.12
19820104 12:00,3.95,-9999,89.65,-9999
19820104 12:15,-9999,3.95,-9999,89.65
19820104 12:30,-9999,3.95,-9999,89.65
19820104 12:45,-9999,3.95,-9999,89.65
19820104 13:00,3.81,-9999,70.29,-9999
19820104 13:15,-9999,3.81,-9999,70.29
19820104 13:30,-9999,3.81,-9999,70.29
19820104 13:45,-9999,3.81,-9999,70.29
19820104 14:00,3.66,-9999,52.8,-9999
19820104 14:15,-9999,3.66,-9999,52.8
19820104 14:30,-9999,3.66,-9999,52.8
19820104 14:45,-9999,3.66,-9999,52.8
19820104 15:00,3.54,-9999,37.84,-9999
19820104 15:15,-9999,3.54,-9999,37.84
19820104 15:30,-9999,3.54,-9999,37.84
19820104 15:45,-9999,3.54,-9999,37.84
19820104 16:00,3.43,-9999,25.74,-9999
19820104 16:15,-9999,3.43,-9999,25.74
19820104 16:30,-9999,3.43,-9999,25.74
19820104 16:45,-9999,3.43,-9999,25.74
19820104 17:00,3.34,-9999,18.78,-9999
19820104 17:15,-9999,3.34,-9999,18.78
19820104 17:30,-9999,3.34,-9999,18.78
19820104 17:45,-9999,3.34,-9999,18.78
19820104 18:00,3.27,-9999,14.69,-9999
19820104 18:15,-9999,3.27,-9999,14.69
19820104 18:30,-9999,3.27,-9999,14.69
19820104 18:45,-9999,3.27,-9999,14.69
19820104 19:00,3.21,-9999,11.91,-9999
19820104 19:15,-9999,3.21,-9999,11.91
19820104 19:30,-9999,3.21,-9999,11.91
19820104 19:45,-9999,3.21,-9999,11.91
19820104 20:00,3.16,-9999,9.99,-9999
19820104 20:15,-9999,3.16,-9999,9.99
19820104 20:30,-9999,3.16,-9999,9.99
19820104 20:45,-9999,3.16,-9999,9.99
19820104 21:00,3.12,-9999,8.69,-9999
19820104 21:15,-9999,3.12,-9999,8.69
19820104 21:30,-9999,3.12,-9999,8.69
19820104 21:45,-9999,3.12,-9999,8.69
19820104 22:00,3.08,-9999,7.55,-9999
19820104 22:15,-9999,3.08,-9999,7.55
19820104 22:30,-9999,3.08,-9999,7.55
19820104 22:45,-9999,3.08,-9999,7.55
19820104 23:00,3.06,-9999,7.04,-9999
19820104 23:15,-9999,3.06,-9999,7.04
19820104 23:30,-9999,3.06,-9999,7.04
19820104 23:45,-9999,3.06,-9999,7.04
19820105  0:00,3.04,-9999,6.56,-9999
19820105  0:15,-9999,3.04,-9999,6.56
19820105  0:30,-9999,3.04,-9999,6.56
19820105  0:45,-9999,3.04,-9999,6.56
19820105  1:00,3.02,-9999,6.12,-9999
19820105  1:15,-9999,3.02,-9999,6.12
19820105  1:30,-9999,3.02,-9999,6.12
19820105  1:45,-9999,3.02,-9999,6.12
19820105  2:00,3,-9999,5.71,-9999
19820105  2:15,-9999,3,-9999,5.71
19820105  2:30,-9999,3,-9999,5.71
19820105  2:45,-9999,3,-9999,5.71
19820105  3:00,2.98,-9999,5.32,-9999
19820105  3:15,-9999,2.98,-9999,5.32
19820105  3:30,-9999,2.98,-9999,5.32
19820105  3:45,-9999,2.98,-9999,5.32
19820105  4:00,2.97,-9999,5.14,-9999
19820105  4:15,-9999,2.97,-9999,5.14
19820105  4:30,-9999,2.97,-9999,5.14
19820105  4:45,-9999,2.97,-9999,5.14
19820105  5:00,2.96,-9999,4.96,-9999
19820105  5:15,-9999,2.96,-9999,4.96
19820105  5:30,-9999,2.96,-9999,4.96
19820105  5:45,-9999,2.96,-9999,4.96
19820105  6:00,2.95,-9999,4.79,-9999
19820105  6:15,-9999,2.95,-9999,4.79
19820105  6:30,-9999,2.95,-9999,4.79
19820105  6:45,-9999,2.95,-9999,4.79
19820105  7:00,2.94,-9999,4.62,-9999
19820105  7:15,-9999,2.94,-9999,4.62
19820105  7:30,-9999,2.94,-9999,4.62
19820105  7:45,-9999,2.94,-9999,4.62
19820105  8:00,2.93,-9999,4.46,-9999
19820105  8:15,-9999,2.93,-9999,4.46
19820105  8:30,-9999,2.93,-9999,4.46
19820105  8:45,-9999,2.93,-9999,4.46
19820105  9:00,-9999,2.93,-9999,4.46
19820105  9:15,-9999,2.93,-9999,4.46
19820105  9:30,-9999,2.93,-9999,4.46
19820105  9:45,-9999,2.93,-9999,4.46
19820105 10:00,2.92,-9999,4.31,-9999
19820105 10:15,-9999,2.92,-9999,4.31
19820105 10:30,-9999,2.92,-9999,4.31
19820105 10:45,-9999,2.92,-9999,4.31
19820105 11:00,2.91,-9999,4.16,-9999
19820105 11:15,-9999,2.91,-9999,4.16
19820105 11:30,-9999,2.91,-9999,4.16
19820105 11:45,-9999,2.91,-9999,4.16
19820105 12:00,-9999,2.91,-9999,4.16
19820105 12:15,-9999,2.91,-9999,4.16
19820105 12:30,-9999,2.91,-9999,4.16
19820105 12:45,-9999,2.91,-9999,4.16
19820105 13:00,2.9,-9999,4.02,-9999
19820105 13:15,-9999,2.9,-9999,4.02
19820105 13:30,-9999,2.9,-9999,4.02
19820105 13:45,-9999,2.9,-9999,4.02
19820105 14:00,2.89,-9999,3.88,-9999
19820105 14:15,-9999,2.89,-9999,3.88
19820105 14:30,-9999,2.89,-9999,3.88
19820105 14:45,-9999,2.89,-9999,3.88
19820105 15:00,-9999,2.89,-9999,3.88
19820105 15:15,-9999,2.89,-9999,3.88
19820105 15:30,-9999,2.89,-9999,3.88
19820105 15:45,-9999,2.89,-9999,3.88
19820105 16:00,-9999,2.89,-9999,3.88
19820105 16:15,-9999,2.89,-9999,3.88
19820105 16:30,-9999,2.89,-9999,3.88
19820105 16:45,-9999,2.89,-9999,3.88
19820105 17:00,2.88,-9999,3.75,-9999
19820105 17:15,-9999,2.88,-9999,3.75
19820105 17:30,-9999,2.88,-9999,3.75
19820105 17:45,-9999,2.88,-9999,3.75
19820105 18:00,-9999,2.88,-9999,3.75
19820105 18:15,-9999,2.88,-9999,3.75
19820105 18:30,-9999,2.88,-9999,3.75
19820105 18:45,-9999,2.88,-9999,3.75
19820105 19:00,-9999,2.88,-9999,3.75
19820105 19:15,-9999,2.88,-9999,3.75
19820105 19:30,-9999,2.88,-9999,3.75
19820105 19:45,-9999,2.88,-9999,3.75
19820105 20:00,-9999,2.88,-9999,3.75
19820105 20:15,-9999,2.88,-9999,3.75
19820105 20:30,-9999,2.88,-9999,3.75
19820105 20:45,-9999,2.88,-9999,3.75
19820105 21:00,2.87,-9999,3.62,-9999
19820105 21:15,-9999,2.87,-9999,3.62
19820105 21:30,-9999,2.87,-9999,3.62
19820105 21:45,-9999,2.87,-9999,3.62
19820105 22:00,-9999,2.87,-9999,3.62
19820105 22:15,-9999,2.87,-9999,3.62
19820105 22:30,-9999,2.87,-9999,3.62
19820105 22:45,-9999,2.87,-9999,3.62
19820105 23:00,-9999,2.87,-9999,3.62
19820105 23:15,-9999,2.87,-9999,3.62
19820105 23:30,-9999,2.87,-9999,3.62
19820105 23:45,-9999,2.87,-9999,3.62
19820106  0:00,-9999,2.87,-9999,3.62
19820106  0:15,-9999,2.87,-9999,3.62
19820106  0:30,-9999,2.87,-9999,3.62
19820106  0:45,-9999,2.87,-9999,3.62
19820106  1:00,-9999,2.87,-9999,3.62
19820106  1:15,-9999,2.87,-9999,3.62
19820106  1:30,-9999,2.87,-9999,3.62
19820106  1:45,-9999,2.87,-9999,3.62
19820106  2:00,2.86,-9999,3.49,-9999
19820106  2:15,-9999,2.86,-9999,3.49
19820106  2:30,-9999,2.86,-9999,3.49
19820106  2:45,-9999,2.86,-9999,3.49
19820106  3:00,-9999,2.86,-9999,3.49
19820106  3:15,-9999,2.86,-9999,3.49
19820106  3:30,-9999,2.86,-9999,3.49
19820106  3:45,-9999,2.86,-9999,3.49
19820106  4:00,-9999,2.86,-9999,3.49
19820106  4:15,-9999,2.86,-9999,3.49
19820106  4:30,-9999,2.86,-9999,3.49
19820106  4:45,-9999,2.86,-9999,3.49
19820106  5:00,-9999,2.86,-9999,3.49
19820106  5:15,-9999,2.86,-9999,3.49
19820106  5:30,-9999,2.86,-9999,3.49
19820106  5:45,-9999,2.86,-9999,3.49
19820106  6:00,2.85,-9999,3.37,-9999
19820106  6:15,-9999,2.85,-9999,3.37
19820106  6:30,-9999,2.85,-9999,3.37
19820106  6:45,-9999,2.85,-9999,3.37
19820106  7:00,-9999,2.85,-9999,3.37
19820106  7:15,-9999,2.85,-9999,3.37
19820106  7:30,-9999,2.85,-9999,3.37
19820106  7:45,-9999,2.85,-9999,3.37
19820106  8:00,-9999,2.85,-9999,3.37
19820106  8:15,-9999,2.85,-9999,3.37
19820106  8:30,-9999,2.85,-9999,3.37
19820106  8:45,-9999,2.85,-9999,3.37
19820106  9:00,2.84,-9999,3.26,-9999
19820106  9:15,-9999,2.84,-9999,3.26
19820106  9:30,-9999,2.84,-9999,3.26
19820106  9:45,-9999,2.84,-9999,3.26
19820106 10:00,-9999,2.84,-9999,3.26
19820106 10:15,-9999,2.84,-9999,3.26
19820106 10:30,-9999,2.84,-9999,3.26
19820106 10:45,-9999,2.84,-9999,3.26
19820106 11:00,-9999,2.84,-9999,3.26
19820106 11:15,-9999,2.84,-9999,3.26
19820106 11:30,-9999,2.84,-9999,3.26
19820106 11:45,-9999,2.84,-9999,3.26
19820106 12:00,-9999,2.84,-9999,3.26
19820106 12:15,-9999,2.84,-9999,3.26
19820106 12:30,-9999,2.84,-9999,3.26
19820106 12:45,-9999,2.84,-9999,3.26
19820106 13:00,-9999,2.84,-9999,3.26
19820106 13:15,-9999,2.84,-9999,3.26
19820106 13:30,-9999,2.84,-9999,3.26
19820106 13:45,-9999,2.84,-9999,3.26
19820106 14:00,-9999,2.84,-9999,3.26
19820106 14:15,-9999,2.84,-9999,3.26
19820106 14:30,-9999,2.84,-9999,3.26
19820106 14:45,-9999,2.84,-9999,3.26
19820106 15:00,-9999,2.84,-9999,3.26
19820106 15:15,-9999,2.84,-9999,3.26
19820106 15:30,-9999,2.84,-9999,3.26
19820106 15:45,-9999,2.84,-9999,3.26
19820106 16:00,-9999,2.84,-9999,3.26
19820106 16:15,-9999,2.84,-9999,3.26
19820106 16:30,-9999,2.84,-9999,3.26
19820106 16:45,-9999,2.84,-9999,3.26
19820106 17:00,-9999,2.84,-9999,3.26
19820106 17:15,-9999,2.84,-9999,3.26
19820106 17:30,-9999,2.84,-9999,3.26
19820106 17:45,-9999,2.84,-9999,3.26
19820106 18:00,-9999,2.84,-9999,3.26
19820106 18:15,-9999,2.84,-9999,3.26
19820106 18:30,-9999,2.84,-9999,3.26
19820106 18:45,-9999,2.84,-9999,3.26
19820106 19:00,-9999,2.84,-9999,3.26
19820106 19:15,-9999,2.84,-9999,3.26
19820106 19:30,-9999,2.84,-9999,3.26
19820106 19:45,-9999,2.84,-9999,3.26
19820106 20:00,-9999,2.84,-9999,3.26
19820106 20:15,-9999,2.84,-9999,3.26
19820106 20:30,-9999,2.84,-9999,3.26
19820106 20:45,-9999,2.84,-9999,3.26
19820106 21:00,-9999,2.84,-9999,3.26
19820106 21:15,-9999,2.84,-9999,3.26
19820106 21:30,-9999,2.84,-9999,3.26
19820106 21:45,-9999,2.84,-9999,3.26
19820106 22:00,-9999,2.84,-9999,3.26
19820106 22:15,-9999,2.84,-9999,3.26
19820106 22:30,-9999,2.84,-9999,3.26
19820106 22:45,-9999,2.84,-9999,3.26
19820106 23:00,-9999,2.84,-9999,3.26
19820106 23:15,-9999,2.84,-9999,3.26
19820106 23:30,-9999,2.84,-9999,3.26
19820106 23:45,-9999,2.84,-9999,3.26
19820107  0:00,-9999,2.84,-9999,3.26
19820107  0:15,-9999,2.84,-9999,3.26
