Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
20040101  0:00,3.289,-9999,8.26,-9999
20040101  0:15,3.289,-9999,8.26,-9999
20040101  0:30,3.286,-9999,8.1,-9999
20040101  0:45,3.286,-9999,8.1,-9999
20040101  1:00,3.286,-9999,8.1,-9999
20040101  1:15,3.286,-9999,8.1,-9999
20040101  1:30,3.286,-9999,8.1,-9999
20040101  1:45,3.286,-9999,8.1,-9999
20040101  2:00,3.286,-9999,8.1,-9999
20040101  2:15,3.286,-9999,8.1,-9999
20040101  2:30,3.286,-9999,8.1,-9999
20040101  2:45,3.286,-9999,8.1,-9999
20040101  3:00,3.286,-9999,8.1,-9999
20040101  3:15,3.286,-9999,8.11,-9999
20040101  3:30,3.286,-9999,8.11,-9999
20040101  3:45,3.286,-9999,8.11,-9999
20040101  4:00,3.286,-9999,8.11,-9999
20040101  4:15,3.286,-9999,8.11,-9999
20040101  4:30,3.286,-9999,8.11,-9999
20040101  4:45,3.286,-9999,8.11,-9999
20040101  5:00,3.286,-9999,8.11,-9999
20040101  5:15,3.286,-9999,8.11,-9999
20040101  5:30,3.286,-9999,8.11,-9999
20040101  5:45,3.286,-9999,8.11,-9999
20040101  6:00,3.284,-9999,8.01,-9999
20040101  6:15,3.286,-9999,8.11,-9999
20040101  6:30,3.286,-9999,8.11,-9999
20040101  6:45,3.284,-9999,8.01,-9999
20040101  7:00,3.284,-9999,8.01,-9999
20040101  7:15,3.284,-9999,8.01,-9999
20040101  7:30,3.284,-9999,8.01,-9999
20040101  7:45,3.284,-9999,8.01,-9999
20040101  8:00,3.28,-9999,7.86,-9999
20040101  8:15,3.28,-9999,7.86,-9999
20040101  8:30,3.28,-9999,7.86,-9999
20040101  8:45,3.28,-9999,7.86,-9999
20040101  9:00,3.278,-9999,7.76,-9999
20040101  9:15,3.278,-9999,7.76,-9999
20040101  9:30,3.278,-9999,7.76,-9999
20040101  9:45,3.28,-9999,7.86,-9999
20040101 10:00,3.278,-9999,7.76,-9999
20040101 10:15,3.278,-9999,7.76,-9999
20040101 10:30,3.28,-9999,7.86,-9999
20040101 10:45,3.284,-9999,8.02,-9999
20040101 11:00,3.284,-9999,8.02,-9999
20040101 11:15,3.286,-9999,8.12,-9999
20040101 11:30,3.286,-9999,8.12,-9999
20040101 11:45,3.286,-9999,8.12,-9999
20040101 12:00,3.286,-9999,8.12,-9999
20040101 12:15,3.286,-9999,8.12,-9999
20040101 12:30,3.286,-9999,8.12,-9999
20040101 12:45,3.29,-9999,8.28,-9999
20040101 13:00,3.29,-9999,8.28,-9999
20040101 13:15,3.29,-9999,8.28,-9999
20040101 13:30,3.29,-9999,8.28,-9999
20040101 13:45,3.29,-9999,8.28,-9999
20040101 14:00,3.29,-9999,8.29,-9999
20040101 14:15,3.29,-9999,8.29,-9999
20040101 14:30,3.29,-9999,8.29,-9999
20040101 14:45,3.29,-9999,8.29,-9999
20040101 15:00,3.292,-9999,8.39,-9999
20040101 15:15,3.29,-9999,8.29,-9999
20040101 15:30,3.29,-9999,8.29,-9999
