Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
20070101  0:10,3.207,-9999,3.72,-9999
20070101  0:25,3.207,-9999,3.72,-9999
20070101  0:40,3.209,-9999,3.78,-9999
20070101  0:55,3.211,-9999,3.83,-9999
20070101  1:10,3.211,-9999,3.83,-9999
20070101  1:25,3.216,-9999,3.95,-9999
20070101  1:40,3.216,-9999,3.95,-9999
20070101  1:55,3.218,-9999,4.01,-9999
20070101  2:10,3.221,-9999,4.07,-9999
20070101  2:25,3.223,-9999,4.13,-9999
20070101  2:40,3.228,-9999,4.25,-9999
20070101  2:55,3.23,-9999,4.32,-9999
20070101  3:10,3.235,-9999,4.45,-9999
20070101  3:25,3.241,-9999,4.65,-9999
20070101  3:40,3.246,-9999,4.79,-9999
20070101  3:55,3.251,-9999,4.94,-9999
20070101  4:10,3.253,-9999,5.01,-9999
20070101  4:25,3.258,-9999,5.16,-9999
20070101  4:40,3.265,-9999,5.4,-9999
20070101  4:55,3.274,-9999,5.73,-9999
20070101  5:10,3.281,-9999,5.99,-9999
20070101  5:25,3.302,-9999,6.84,-9999
20070101  5:40,3.322,-9999,7.82,-9999
20070101  5:55,3.352,-9999,9.49,-9999
20070101  6:10,3.408,-9999,13.55,-9999
20070101  6:25,3.475,-9999,20.84,-9999
20070101  6:40,3.553,-9999,34.53,-9999
20070101  6:55,3.615,-9999,48.21,-9999
20070101  7:10,3.645,-9999,51.27,-9999
20070101  7:25,3.703,-9999,57.5,-9999
20070101  7:40,3.726,-9999,60.12,-9999
20070101  7:55,3.694,-9999,56.47,-9999
20070101  8:10,3.733,-9999,60.93,-9999
20070101  8:25,3.726,-9999,60.13,-9999
20070101  8:40,3.731,-9999,60.66,-9999
20070101  8:55,3.726,-9999,60.13,-9999
20070101  9:10,3.696,-9999,56.73,-9999
20070101  9:25,3.666,-9999,53.46,-9999
20070101  9:40,3.648,-9999,51.51,-9999
20070101  9:55,3.65,-9999,51.76,-9999
20070101 10:10,3.613,-9999,47.98,-9999
20070101 10:25,3.609,-9999,47.53,-9999
20070101 10:40,3.583,-9999,41.89,-9999
20070101 10:55,3.546,-9999,33.03,-9999
20070101 11:10,3.525,-9999,28.9,-9999
20070101 11:25,3.516,-9999,27.24,-9999
20070101 11:40,3.5,-9999,24.55,-9999
20070101 11:55,3.507,-9999,25.67,-9999
20070101 12:10,3.489,-9999,22.79,-9999
20070101 12:25,3.475,-9999,20.85,-9999
20070101 12:40,3.461,-9999,19.08,-9999
20070101 12:55,3.454,-9999,18.24,-9999
20070101 13:10,3.445,-9999,17.19,-9999
20070101 13:25,3.438,-9999,16.44,-9999
20070101 13:40,3.438,-9999,16.45,-9999
20070101 13:55,3.438,-9999,16.45,-9999
20070101 14:10,3.424,-9999,15.04,-9999
20070101 14:25,3.426,-9999,15.27,-9999
20070101 14:40,3.419,-9999,14.6,-9999
20070101 14:55,3.417,-9999,14.39,-9999
20070101 15:10,3.417,-9999,14.39,-9999
20070101 15:25,3.417,-9999,14.39,-9999
20070101 15:40,3.419,-9999,14.61,-9999
20070101 15:55,3.415,-9999,14.18,-9999
20070101 16:10,3.412,-9999,13.97,-9999
20070101 16:25,3.406,-9999,13.36,-9999
20070101 16:40,3.41,-9999,13.77,-9999
20070101 16:55,3.403,-9999,13.17,-9999
20070101 17:10,3.396,-9999,12.59,-9999
20070101 17:25,3.394,-9999,12.41,-9999
20070101 17:40,3.382,-9999,11.52,-9999
20070101 17:55,3.382,-9999,11.52,-9999
20070101 18:10,3.376,-9999,11.02,-9999
20070101 18:25,3.371,-9999,10.7,-9999
20070101 18:40,3.369,-9999,10.54,-9999
20070101 18:55,3.366,-9999,10.38,-9999
20070101 19:10,3.362,-9999,10.08,-9999
20070101 19:25,3.364,-9999,10.23,-9999
20070101 19:40,3.357,-9999,9.79,-9999
20070101 19:55,3.352,-9999,9.5,-9999
20070101 20:10,3.352,-9999,9.5,-9999
20070101 20:25,3.348,-9999,9.22,-9999
20070101 20:40,3.348,-9999,9.22,-9999
20070101 20:55,3.343,-9999,8.95,-9999
20070101 21:10,3.339,-9999,8.69,-9999
